	count	db	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Folate biosynthesis	26	KEGG	1.0073410492375614	1.14567372886492	0.9972885956514895	1.040528567192865	0.9436485158467152
FoxO signaling pathway	132	KEGG	0.8747684195090247	0.6898455133418271	0.7509187330416863	0.7155644877279611	0.7160230557309507
Fructose and mannose metabolism	33	KEGG	0.7559228584541222	0.7724680259533534	0.7336727952583274	0.7807294333053295	0.7456954924546266
GABAergic synapse	88	KEGG	1.3983859560713172	1.4810699897703246	1.3220645643585116	1.3017793598630238	1.3915755138256696
Galactose metabolism	31	KEGG	2.0308007434926174	0.9130481052918121	6.23221502404489	1.0540392735704867	1.082579726297173
Gap junction	88	KEGG	0.7795950102317517	0.7326333646141175	0.7880389640696712	0.7390142081490528	0.8014702364388296
Gastric acid secretion	75	KEGG	1.0055539775319886	1.3727881940189728	0.9988426598919605	1.3732887717467512	1.2396931719929716
Gastric cancer	149	KEGG	0.8935327394573781	6.99710122614884	0.8898123043034287	0.8922432391850218	0.9859170718973402
Glioma	71	KEGG	0.6977968773279889	0.7283937436879659	0.7051814220114045	0.674161266705589	0.6983282603195833
Glucagon signaling pathway	103	KEGG	0.9803881737381291	0.8230025096694071	0.8099907377611076	0.80778112852341	0.8384444532127304
Glutamatergic synapse	114	KEGG	1.1141540096342297	1.098547345118493	1.110115787233736	1.0247977187086066	1.188460700428107
Glutathione metabolism	54	KEGG	0.8794343620062085	1.3051021845915498	0.7207775051649385	0.8049625882146908	0.6640765394952634
Glycerolipid metabolism	61	KEGG	1.8082994724516757	1.0696693055037134	1.341784322337648	1.0378072701442491	1.0911554880868743
Glycerophospholipid metabolism	97	KEGG	1.3779914519127743	1.1067658452567142	0.9748688915966403	1.0866529879927922	1.2867888845393953
Glycine, serine and threonine metabolism	40	KEGG	0.8554897020900558	0.9782415805814321	1.730389569201986	0.9255367852895753	0.8914755838503112
Glycolysis / Gluconeogenesis	68	KEGG	1.3428257625123095	2.2583535346545327	1.357762767584086	0.8383395016476216	0.8259694353898572
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	20	KEGG	0.9781974918674461	0.9682858579886255	0.8852807993517547	0.9906925225055734	0.9761184765562648
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	24	KEGG	9.819909746522159	1.0170193785625505	1.0151161127572115	1.0251862458648995	1.051496411500949
Glycosaminoglycan biosynthesis - keratan sulfate	14	KEGG	0.9318314982104321	0.9125434630197983	0.8732639898043183	0.9115706552450785	0.7759328230437337
Glycosaminoglycan degradation	19	KEGG	1.0214920387239572	0.7874266581661202	0.8305608521858204	0.7722603385055068	0.8412931195675846
Glycosphingolipid biosynthesis - ganglio series	15	KEGG	0.8745051070221095	0.7945985276776224	0.8603906462900907	0.8029324171805126	0.8293961583417822
Glycosphingolipid biosynthesis - globo and isoglobo series	15	KEGG	0.9090990996645528	0.9899300525140372	0.9047058807852449	0.8566966201041327	0.8394066701635694
Glycosphingolipid biosynthesis - lacto and neolacto series	27	KEGG	1.0670814246586031	1.1544310784644645	1.0726118019663637	1.126666975118885	1.0654967040045842
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	KEGG	0.7448132286386562	0.8084935048832349	0.7700837416014253	0.8286962471597993	0.7583752126864068
Glyoxylate and dicarboxylate metabolism	28	KEGG	1.6924194191454416	0.7113730231260907	3.3960056233355287	0.754634036672415	0.7609315400048169
GnRH signaling pathway	92	KEGG	0.8208879986123561	1.0067364786291453	0.7881332994813428	0.7968660409810722	0.8443338380419104
Graft-versus-host disease	41	KEGG	1.26081261685981	0.99474578216887	0.9984402112634277	1.11073258734504	0.842450804792241
HIF-1 signaling pathway	100	KEGG	1.097118988805898	0.6674075406490941	0.7122447525764135	0.656776251475072	0.7033433862070319
HTLV-I infection	255	KEGG	0.6941856807997508	1.6480703176157627	0.689927337247392	0.6820215906816479	0.6778424480468987
Hedgehog signaling pathway	47	KEGG	0.8341900992249518	0.7616092415469922	0.8550025334796264	0.7624599045900096	0.8675315219180755
Hematopoietic cell lineage	97	KEGG	1.103130403465879	1.1388680492300705	1.1390866821900978	1.0363364478437669	0.9509303243931676
Hepatitis B	144	KEGG	1.9731779916834338	0.7305211871655823	0.959851747648508	0.7757806310622536	0.7576056327224321
Hepatitis C	131	KEGG	2.2530160663183434	0.8832799645866819	1.6076336438871957	1.2059555465829999	0.9478195367532236
Hepatocellular carcinoma	168	KEGG	0.6963104286704165	3.8347850402901646	0.701641095097356	0.7109103345101825	0.7294037788089482
Herpes simplex infection	185	KEGG	1.446651145950916	0.7299432871738097	0.8939698319686396	0.7855889735974533	0.7206654074702181
Hippo signaling pathway	154	KEGG	0.7302480845115733	0.7680433718917682	0.7305192661221119	0.7405171774249999	0.7800354896159347
Hippo signaling pathway - multiple species	29	KEGG	0.9260336434731062	0.726079560738348	0.9322780330422691	0.7555926145763218	0.9293041845209383
Histidine metabolism	23	KEGG	0.9228314192065202	0.994908564775394	0.9498985097117261	2.387504296251024	1.0198848553376856
Homologous recombination	41	KEGG	0.9011109354919675	0.9108187228996806	0.9014316040178905	0.9304827657295086	0.9063312082070856
Human papillomavirus infection	319	KEGG	1.1396836362269454	1.2280933042724638	0.7878895186249462	0.7327367876100557	0.7579226643855419
Huntington's disease	193	KEGG	0.6029773459789834	0.6440404219646261	0.6037102160465398	0.6624126045717629	0.6111028555741546
Hypertrophic cardiomyopathy (HCM)	83	KEGG	1.1538607287587412	0.8528121147265191	1.034722363498313	0.8928003465749796	1.0422308698802532
IL-17 signaling pathway	93	KEGG	1.2039964817637603	0.9160881098054184	1.2580277901482944	1.074297143870221	0.9936824460730926
Inflammatory bowel disease (IBD)	65	KEGG	1.059802788393246	1.1143075571653116	1.0873362713768215	1.3892764107909514	0.9597925371043413
Inflammatory mediator regulation of TRP channels	97	KEGG	1.056500382960302	0.8627167968330139	0.9982682967511426	0.8808674616124389	0.9767152522876653
Influenza A	173	KEGG	1.5973370461782321	0.7882000577328504	0.9096590718709836	0.8182848131533904	0.7279749586279163
Inositol phosphate metabolism	73	KEGG	0.8639356115451381	0.7668394976408942	0.8748067120317373	0.7756836039894427	0.8894066193862785
Insulin resistance	107	KEGG	1.0809412023826297	0.784347953417765	0.8122696106774209	0.7741954583403562	0.7637447553917196
Insulin secretion	85	KEGG	1.2003881656361888	1.0505121326745348	1.0791467740715737	1.1861801512107446	1.144327389176961
Insulin signaling pathway	138	KEGG	0.9438155086462603	0.7083127122682622	0.7387996692300488	0.6971369815756265	0.7163639436857375
Intestinal immune network for IgA production	49	KEGG	1.0590457807096811	1.176409642026548	0.9638474873230848	1.0556304024415346	0.9746034373292564
Jak-STAT signaling pathway	162	KEGG	1.4033039147445674	1.1803642381464114	1.338893260423304	2.831356345957566	1.2445110299356144
Kaposi's sarcoma-associated herpesvirus infection	186	KEGG	1.3841297398066934	0.7563598481643689	0.8465795720860451	0.8194863978590499	0.7607407983187944
Legionellosis	55	KEGG	0.6780312299874662	0.7026680833553713	0.6696196610668369	0.6915556523790916	0.6555639689847124
Leishmaniasis	74	KEGG	0.7320080308097255	0.742701279085528	0.7330410232288315	0.7255145326003418	0.685237960999018
Leukocyte transendothelial migration	112	KEGG	0.7509658019485042	0.7381700039984298	0.7815705496506524	0.7701518076396953	0.7421491529609932
Linoleic acid metabolism	29	KEGG	1.925414162219385	2.380989093084287	1.8482594453846612	2.5514394556463618	1.9802234300215171
Lipoic acid metabolism	3	KEGG	1.3141920369860873	1.539798821566477	1.406339980538119	1.575513726842218	1.2934151286489104
Long-term depression	60	KEGG	0.8147712046603451	0.7862020201029711	0.8301407370644657	0.7716321626707874	16.74397288514497
Long-term potentiation	67	KEGG	0.8111042227253094	0.8778607938829784	0.8181732814105329	0.8191346999798429	0.8308689247545884
Longevity regulating pathway	89	KEGG	1.14607659500287	0.7046121839434344	0.7593900578687705	0.7061612299394188	0.7278538378985998
Longevity regulating pathway - multiple species	62	KEGG	1.8516568430547289	0.7216236895645225	0.717644864469407	0.6625552676140796	0.7003026073116213
Lysine degradation	59	KEGG	0.8823546128423279	0.6935795362185477	0.7254215953039953	0.7116199570015712	0.7294655617501363
Lysosome	123	KEGG	0.611168697045516	0.609667403522033	0.6156272710851449	0.6175077737851044	0.6012079079077342
MAPK signaling pathway	295	KEGG	0.8408858618975363	0.8142653604776089	0.8010786142820492	0.7540003514183717	0.8305639910312212
Malaria	49	KEGG	1.039781480985116	0.7660644382922863	0.9926402796220846	0.9744003974248285	0.939684840507345
Mannose type O-glycan biosynthesis	23	KEGG	0.9834011999933823	0.9844670909350027	0.9444412724446056	0.9619366603673983	0.9803741296924138
Maturity onset diabetes of the young	26	KEGG	2.4685291815732966	4.387190331439186	2.5141601239044324	4.360349335416487	2.412838769492461
Measles	134	KEGG	2.2384716289412165	0.8956287904154266	1.4212700912190535	1.1864242787663335	0.8294025413023889
Melanogenesis	101	KEGG	0.9534859452695906	0.8716346599494669	0.9202242510448629	0.8277109740586066	0.9810883911379621
Melanoma	72	KEGG	0.9122754184244394	3.81046981482847	0.8466381031525881	0.8511689763542084	1.724130319766467
Metabolic pathways	1269	KEGG	0.9979671980835132	1.009294901918088	0.9975655883881337	1.0102152093633643	0.9918767300892752
Metabolism of xenobiotics by cytochrome P450	74	KEGG	1.6244376830381937	1.785752523289666	1.605607530373192	2.028790188495384	4.048339129939294
MicroRNAs in cancer	299	KEGG	0.8015321266249001	0.6848863739138625	0.7965595945340401	0.6959443740151188	0.7749746204505594
Mineral absorption	51	KEGG	0.944706833139822	0.9083962491908117	0.8905699415842582	0.9422395150095777	0.8428106772301482
Mismatch repair	23	KEGG	0.7575962059694403	0.8062643941871139	0.7689428542901449	0.8069293470535227	0.8681079423946629
Mitophagy - animal	65	KEGG	0.6034170128775522	0.5781470142743184	0.6108412003224735	0.5859167422488081	0.6031253688668828
Morphine addiction	91	KEGG	1.3833175859571853	1.3437979046509954	1.3440635278879476	1.1295538277667323	1.3495679912495857
Mucin type O-glycan biosynthesis	31	KEGG	1.1253955654852372	1.266461899560132	1.1272269680349316	1.746990376476998	1.0144972345731968
N-Glycan biosynthesis	49	KEGG	0.6661081003659551	0.7016863091206423	0.6700186536373032	0.6840733988227532	0.6717989930043007
NF-kappa B signaling pathway	95	KEGG	0.8648291569841843	0.7805797079599422	0.8029613062408141	0.7748560729176732	0.7885880509886526
NOD-like receptor signaling pathway	168	KEGG	1.5688892276297701	0.8326828985148423	1.2282634782308148	0.8565461486908278	0.797699227724343
Natural killer cell mediated cytotoxicity	133	KEGG	1.8691264108566066	1.1171223707098088	1.6055123149024908	1.0907676024405593	1.0367932487990346
Necroptosis	164	KEGG	1.670717833787617	0.947752577549765	1.286513294146344	1.070870926518338	0.877468879156054
Neomycin, kanamycin and gentamicin biosynthesis	5	KEGG	1.3373335011041094	1.8099379502932451	1.3706422165204626	2.1463078569307523	1.3215820549168444
Neuroactive ligand-receptor interaction	278	KEGG	2.056927248343977	1.8292261895345443	2.1845623506676453	1.7247484960607806	2.191675695776967
Neurotrophin signaling pathway	119	KEGG	0.6910639804639501	0.6784975759598686	0.7200146962528812	0.6613029150621347	0.6918983951441602
Nicotinate and nicotinamide metabolism	30	KEGG	1.1331628298652756	0.8932085510600193	2.636914105696459	0.9074834653332512	0.9503508846298225
Nicotine addiction	40	KEGG	2.6919085441529056	2.4231989020847697	2.8218113259530537	2.471653526022032	3.1378544012031004
Nitrogen metabolism	17	KEGG	1.4711429529359836	4.436693087883712	1.4256041859813884	1.2610020610905104	1.4542826727293183
Non-alcoholic fatty liver disease (NAFLD)	149	KEGG	0.715681832210128	0.6059018652719061	0.6097793688591099	0.616518516287299	0.6096678683306901
Non-homologous end-joining	13	KEGG	1.1014044197428958	1.2617653863080174	1.1112617341323154	1.1000538735413148	0.9085789244356183
Non-small cell lung cancer	66	KEGG	0.6969217645007877	0.662448668230556	0.6983507125578381	0.6896802384977394	0.6694009157488958
Notch signaling pathway	48	KEGG	0.6709716659702035	0.7286019748279653	0.682331093151546	0.7219178867429521	0.6930564304770196
Nucleotide excision repair	47	KEGG	0.677123205067507	0.7253555358760471	0.6842974419470459	0.7207154278426935	0.6955236736251085
Olfactory transduction	418	KEGG	5.670058922041529	3.799813136716105	5.721196082792362	5.5750771154061045	6.595362056922602
One carbon pool by folate	20	KEGG	0.9271285197947524	1.1591929970305406	0.9063987412887613	1.0006014519022208	0.9168409784303223
Oocyte meiosis	124	KEGG	0.9734483209495463	0.8305477814702712	0.8006425009776754	0.7750369027063625	0.8161573289356959
Osteoclast differentiation	128	KEGG	0.7787530939615158	0.7204567806193376	0.7654587779212823	0.7563689662319764	0.7528104833806435
Other glycan degradation	18	KEGG	0.7370309183473082	0.7990904560598671	28.905290663245967	1.683466819181707	0.7232281341378463
Other types of O-glycan biosynthesis	22	KEGG	0.7976961661376107	0.8092492014449532	0.7585921838631543	0.7799255052593465	0.7654289963807586
Ovarian steroidogenesis	50	KEGG	1.351329850089109	2.2594731956218843	1.4043164699769024	1.5471901945321793	1.3790320478519553
Oxidative phosphorylation	133	KEGG	0.7561404729573095	0.5928751495140102	0.5964300751811548	0.8455600998592688	0.5882067214916782
Oxytocin signaling pathway	153	KEGG	0.9334603080216164	0.8067869459598875	0.8559036064646199	0.8088041551859031	0.8737291225962032
PI3K-Akt signaling pathway	352	KEGG	2.204958082619188	0.8718971354819075	0.9233059801760805	0.8475359937190687	1.000354101671526
PPAR signaling pathway	72	KEGG	1.0617146406800397	1.0225543483936648	1.0136090463798246	0.9843827278322305	1.0199113152105517
Pancreatic cancer	75	KEGG	0.6828468242752869	0.641337715759012	0.6994471981036728	0.6527718547997593	0.6571634722447597
Pancreatic secretion	96	KEGG	1.2890645032397514	1.4922400767052306	1.2882980488533124	1.5182007718946946	1.2640199740630287
Pantothenate and CoA biosynthesis	19	KEGG	1.0439984080523579	1.0762994476945913	1.0528675748483094	1.1223579542770576	1.0316329555583543
Parkinson's disease	142	KEGG	0.5997965862710337	0.5826258800163722	0.6002399659915111	0.5857943623413773	0.5957620089527222
Pathogenic Escherichia coli infection	55	KEGG	0.5957526277093915	0.6139622566192258	0.5968462368784994	0.6002806617892706	0.6011493618590706
Pathways in cancer	528	KEGG	0.8156078078862596	0.9725353982754975	0.797886156847081	0.7880640461993378	0.8044876506679518
Pentose and glucuronate interconversions	34	KEGG	2.3241562251060666	2.9335371141943964	2.4830482516421264	2.8065401775349104	3.896719656174753
Pentose phosphate pathway	30	KEGG	0.8388314276146331	0.7661380558645244	0.8088330975202142	0.8776793105322858	0.8780167893121461
Peroxisome	83	KEGG	0.7782350223370792	0.7671771247326206	0.8319893449560432	0.8600108680003185	0.743750069318324
Pertussis	76	KEGG	0.7487151788940624	1.0583799658256035	0.7391432603527466	0.7468087455500416	0.7544998688203743
