	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Amyotrophic lateral sclerosis (ALS)	-0.08529122280536117	-0.09571209693032282	-0.07835256510660032	-0.10316751983572846	-0.09286444512750046
Antifolate resistance	-0.06486070761749635	0.022988150197541475	-0.07559252663239571	-0.03484872902724315	-0.07548782366069372
Antigen processing and presentation	-0.1325692272957279	-0.13321820782408497	-0.1609126663010614	-0.1622161712827929	-0.18525355028498905
Apelin signaling pathway	-0.08993789658447204	-0.13735785204704132	-0.10302112616648502	-0.1464171320875644	-0.0862934475378492
Apoptosis	-0.1771671196656568	-0.17732122435537437	-0.17762530440569754	-0.1770196115447977	-0.1886514809598749
Apoptosis - multiple species	-0.06570108698066456	-0.07668140431721715	0.14114952005276035	-0.06926250072013453	-0.05941093912061038
Arachidonic acid metabolism	0.28098025997577286	0.17449217221656502	0.1366972828663318	0.24328082749849164	0.19562857828175084
Arginine and proline metabolism	-0.11510693716328979	-0.12010948829919248	-0.10996031662878016	-0.12848826451914025	-0.13152566731784882
Arginine biosynthesis	-0.04585031285002016	-0.04812767626926265	-0.05320529576008839	-0.06336039073767451	-0.040249350097610916
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0.06498486465373948	-0.06522367153890558	-0.029051609326274735	-0.068539822143683	-0.02943893289173222
Ascorbate and aldarate metabolism	0.5267484436470217	0.5499971540459593	0.5130611296966577	0.5583127458745272	0.600060037394818
Asthma	0.08511435140727316	0.07548777643790236	0.10556850759661829	0.9546184872405841	0.19801198835708106
Autoimmune thyroid disease	0.3989848456790697	0.4021082884384967	0.39611764517486286	0.33433387886757554	0.34422791706233874
Autophagy - animal	-0.07728885690104953	-0.13385752624819922	-0.175856847925775	-0.19166229200844243	-0.18872355400684848
Autophagy - other	-0.167808873070677	-0.18874484521575127	-0.1628448039204098	-0.1738204323566713	-0.172602119997545
Axon guidance	-0.10529675542539856	-0.1271504289460716	-0.10191702796866249	-0.1329660684110528	-0.05881143534687995
B cell receptor signaling pathway	-0.14658115160794066	-0.14885109517636877	-0.14467892321571005	-0.16171106342539673	-0.1560958152948889
Bacterial invasion of epithelial cells	-0.21578692309958378	-0.2193475160320402	-0.21541062802610242	-0.22783874321626343	-0.21906405951974015
Basal cell carcinoma	-0.018926953347593332	-0.031181926480551125	-0.03458598719628914	-0.03929245995010504	0.009835296378926484
Basal transcription factors	0.08507533569494308	-0.0951818030015376	-0.09764110653509464	-0.09680331954095135	-0.08930168589733799
Base excision repair	-0.15432270692601743	-0.1386727720118631	-0.1711090879530721	-0.14506913864088844	-0.1675072512245976
Bile secretion	0.1941963837759527	0.19044603549821726	0.1557405699987485	0.24733861414622826	0.14988810256689078
Biosynthesis of unsaturated fatty acids	-0.09175218010874171	-0.09508028170710138	-0.09097087248324574	0.20087145454773303	-0.09857055046596769
Biotin metabolism	0.08696862691559093	0.09200000295294386	0.10634081042502985	0.10008250665148422	0.0952156997767476
Bladder cancer	-0.08615183986899393	-0.16066278555936975	-0.1463407023446345	-0.14586425479763143	-0.14592976689191967
Breast cancer	-0.06946287309852647	0.0867354667046222	-0.07286773417777534	-0.07486260823006945	-0.01493916731497103
Butanoate metabolism	-0.008260058839960536	0.19507919216401412	-0.01661167580081786	0.0283088779345147	0.13038795652604426
Caffeine metabolism	0.41034128988536267	0.40993037119940334	0.4175330434336095	0.37891709266094403	0.4529352442889873
Calcium signaling pathway	0.14000936190013777	0.0346267828136503	0.12353491548198142	-0.0017508851598321952	0.13427115583838933
Carbohydrate digestion and absorption	0.3878335278400121	0.10550448550944735	1.4866267798863613	0.16008736935479073	0.07599905808269684
Carbon metabolism	-0.04560182727172054	-0.16616807197893793	-0.020472569234633094	-0.15993501916358938	-0.16487108436397635
Cardiac muscle contraction	0.07064763399100317	-0.06354093805998519	0.012012111163219262	-0.020462309723967072	0.06789569850845963
Cell adhesion molecules (CAMs)	-0.0613742831283614	-0.04542026622939699	-0.06377066257817783	-0.06732879216248214	-0.0846362746315574
Cell cycle	-0.14083962063643346	-0.13178777736108835	-0.13537247060289356	-0.13303817586723723	-0.15058261762658762
Cellular senescence	-0.161715404598255	-0.1668940585853432	-0.16381492662513983	-0.17210692989426096	-0.16941294616536612
Central carbon metabolism in cancer	-0.14115677799737117	-0.15505018225700945	-0.1550020713284573	-0.13444095373116818	-0.15329288344537756
Chagas disease (American trypanosomiasis)	-0.1368674543523344	-0.16487660170075447	-0.13970910990606006	-0.16032138163204368	-0.14855487428178507
Chemical carcinogenesis	0.2653902290338242	0.3251883057452505	0.2748138492655668	0.35077736445963664	0.4312182292975628
Chemokine signaling pathway	-0.035872263559201804	0.19709563702890176	0.21122470704561308	-0.09331636914197615	-0.05132032771047886
Cholesterol metabolism	0.9500939882598392	0.1396697088655246	0.01964796003947822	0.05800225992222584	-0.007353005770416571
Choline metabolism in cancer	-0.13774093502645732	-0.15152535128260844	-0.1240528141167612	-0.14375293840857847	-0.1338414484084484
Cholinergic synapse	0.005950231409295369	-0.02943844008115118	-0.005173616118061965	-0.05091913014875563	0.05630939047428135
Chronic myeloid leukemia	-0.15738050863588354	-0.1973384654197942	-0.16977046975985632	-0.18854523810656876	-0.19620348959694273
Circadian entrainment	0.04459880821450359	0.22157450184719107	0.02453242105953209	-0.03338924127629216	0.07082313850746717
Circadian rhythm	-0.15742427935577116	-0.14406039943739596	-0.14901818841295894	-0.16033196342922315	-0.13892713435906875
Citrate cycle (TCA cycle)	-0.1468447782251305	-0.1977856549649954	-0.2092132512862666	-0.1967255811463354	-0.20497469105302596
Cocaine addiction	0.05017529324817792	0.04306116467606233	0.10499061249568624	0.03154833536863362	0.10454338360307848
Collecting duct acid secretion	0.8155114475342554	-0.047126884219576566	0.0024438216545677803	0.911846997245021	-0.06223081953517582
Colorectal cancer	-0.18580160799333648	-0.20123568262291563	-0.17952447435625343	-0.18991956839857704	-0.18928795356316067
Complement and coagulation cascades	0.04288127968195917	0.09267909680861164	0.05949612449728479	0.21987934360764927	0.06861459480316119
Cortisol synthesis and secretion	-0.007808184023322222	-0.0686276210307224	-0.018120833919449533	-0.059749472770523886	0.014116473690413432
Cysteine and methionine metabolism	-0.14803949244381828	-0.11303369092578698	-0.13715195500614838	-0.12073224003422874	-0.14845111040547107
Cytokine-cytokine receptor interaction	0.1584701231113218	0.17813775600154902	0.1430752389260798	0.14735707200413822	0.13624046379571075
Cytosolic DNA-sensing pathway	0.6536817619035704	0.17463979527210882	0.4992789834753299	0.22710969912282805	0.1937967656214185
D-Arginine and D-ornithine metabolism	1.140704801935494	0.6465689553855698	0.8671384861627532	0.8350205676814736	1.2250047985524395
D-Glutamine and D-glutamate metabolism	-0.03335008812235935	-0.034004729407310044	-0.016264150022726454	-0.03398856922259646	-0.014765052252785566
DNA replication	-0.0988293805504351	-0.06626651101708624	-0.11710677957948093	-0.07675533362581201	-0.09232467752985181
Dilated cardiomyopathy (DCM)	0.050765879872036186	-0.06152012561697429	0.0123696695838655	-0.046359457672395334	0.00601043458944292
Dopaminergic synapse	-0.07054763956869305	-0.09881041539582652	-0.08623864204434953	-0.10449604842079344	-0.07036735801143924
Drug metabolism - cytochrome P450	0.21083408130589318	0.3454275682762967	0.19570793089098532	0.36606485360355845	0.5802453609664526
Drug metabolism - other enzymes	0.07883481567722334	0.2599926735942864	0.08961182968928548	0.2386666638003358	1.5071571208468955
ECM-receptor interaction	0.06463945342357401	-0.10595538059205216	0.04124500191813523	-0.11564968704283721	-0.05605351161240688
EGFR tyrosine kinase inhibitor resistance	-0.16207907742830352	-0.1914136872159939	-0.15832821790902443	-0.19218935035529658	-0.16186893888967469
Endocrine and other factor-regulated calcium reabsorption	-0.10437472801524215	-0.12619753604430434	-0.1107265195405933	-0.11885279457028372	-0.0834819837854213
Endocrine resistance	0.4568480347055128	-0.19260894876178541	-0.15957012049080563	-0.1824413152549083	-0.163877621084587
Endocytosis	-0.19730728948002552	-0.20281785132313815	-0.19481239384621407	-0.2065579237051212	-0.19711187187606496
Endometrial cancer	-0.19798478936670036	-0.20797904803080802	-0.1844467920318959	-0.20313407384770393	-0.20267099750974818
Epithelial cell signaling in Helicobacter pylori infection	0.09973513392598483	-0.17868231810643673	-0.15101675952608312	-0.17534471434005083	-0.16576401872026167
Epstein-Barr virus infection	-0.20263792642552517	-0.21771037239620167	-0.2061987700518339	-0.21675805266778564	-0.21311944603688912
ErbB signaling pathway	-0.14330150687691653	-0.15983004160403047	-0.1327988852439656	-0.1283554924062072	-0.12688803886364183
Estrogen signaling pathway	0.10417633919437327	0.014183949244815688	0.042641306806046025	-0.021494447494137894	0.016922313067940557
Ether lipid metabolism	0.432760689722536	0.2438951940103291	0.0960975634864456	0.09804634608893918	0.06868690099605669
Fanconi anemia pathway	0.030705288432985617	0.04013276263918467	0.017390728743882443	0.03317681557506783	0.023330722045599484
Fat digestion and absorption	0.378917665392766	0.3317930800811524	0.34555022667574514	0.3813992813092907	0.44169923918787174
Fatty acid biosynthesis	-0.025941315889468686	-0.0037437871729555407	-0.00476776555766197	-0.015008686011680483	-0.0153662702455015
Fatty acid degradation	-0.11649144750378053	0.7465240490502552	-0.09850936100238918	-0.12226658544318746	-0.0884755679507634
Fatty acid elongation	-0.12769606765429226	-0.13603820845307535	-0.11493912226954216	-0.16276155715715718	-0.1379702944869183
Fc epsilon RI signaling pathway	-0.08356949681375461	-0.09767240725229946	-0.07094839397833613	0.09518011901902099	-0.09330435432046956
Fc gamma R-mediated phagocytosis	-0.16583943284794908	-0.17332150775050195	-0.16588421534037795	-0.18403562772462712	-0.1726255408546409
Ferroptosis	-0.19526002614311114	-0.17786557186748345	-0.1588322839822696	-0.17939823312392267	-0.21217029532190193
Fluid shear stress and atherosclerosis	-0.1828961310288483	-0.12267163079751704	-0.17956870355169588	-0.16701515739203635	-0.16484146334870092
Focal adhesion	-0.1501308585942511	-0.20087281837604684	-0.1502706758534279	-0.2072372551902237	-0.16742844361219925
Folate biosynthesis	0.003176531850315099	0.0590609545176022	-0.0011791472426242733	0.0172540080497265	-0.02518973880926614
FoxO signaling pathway	-0.058106904052934984	-0.1612481559513106	-0.12440706126652987	-0.14535122088063376	-0.145072993312928
Fructose and mannose metabolism	-0.12152252177006422	-0.11211948787647018	-0.13449758435746836	-0.10749944753279789	-0.127438482104466
GABAergic synapse	0.14562705371183948	0.17057558212203647	0.12125266487726027	0.11453738137958004	0.14350677829346317
Galactose metabolism	0.3076673137313275	-0.039506340414862805	0.7946424289625166	0.022856793018068342	0.0344598897052464
Gap junction	-0.10813094923085433	-0.13511330715952552	-0.10345230857377187	-0.13134721186036413	-0.09611260105829449
Gastric acid secretion	0.002405388224752844	0.13760353558733654	-0.0005029175020729454	0.13776186920293146	0.09331420919502192
Gastric cancer	-0.04888953011391705	0.8449181568390904	-0.05070159313266262	-0.049516734149284175	-0.006159613184554667
Glioma	-0.15627097837065035	-0.1376337930987845	-0.1516991377002975	-0.17123620307469611	-0.1559403823431919
Glucagon signaling pathway	-0.008601936211524126	-0.08459884044518691	-0.09151994724757222	-0.09270629708566785	-0.07652570403258248
Glutamatergic synapse	0.0469452275623918	0.04081877885381299	0.04536827890750798	0.010638149959340149	0.07498482521489029
Glutathione metabolism	-0.055796569261987866	0.11564451662976111	-0.14219877576814974	-0.0942243036190636	-0.17778186225132628
Glycerolipid metabolism	0.2572703555990216	0.029249533766574968	0.12768271319044994	0.016116708729761016	0.037886641336837265
Glycerophospholipid metabolism	0.13924652352325617	0.04405574836789007	-0.011053787875612696	0.03609087852928307	0.1095073007502507
Glycine, serine and threonine metabolism	-0.0677852138872076	-0.009553881247634982	0.23814388850935633	-0.033606315613617384	-0.04989054698586578
Glycolysis / Gluconeogenesis	0.12801966472492315	0.35379192967537926	0.13282389532785446	-0.07658006987443261	-0.08303602324514239
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	-0.00957345505953764	-0.01399641105942478	-0.05291895498969657	-0.004061114939036447	-0.010497466562926607
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0.992107496262762	0.007329228166207732	0.006515721308940298	0.010802770956366357	0.02180779488444598
Glycosaminoglycan biosynthesis - keratan sulfate	-0.030662613411539606	-0.03974644161105276	-0.05885444817969284	-0.040209663823234	-0.1101758764792942
Glycosaminoglycan degradation	0.00923498618948658	-0.10378988634733279	-0.08062854286297025	-0.11223626894319894	-0.0750526629042517
Glycosphingolipid biosynthesis - ganglio series	-0.058237649941685704	-0.09985224399004	-0.06530431967774132	-0.09532100774843053	-0.08123798056451272
Glycosphingolipid biosynthesis - globo and isoglobo series	-0.04138877234282072	-0.004395491140212095	-0.04349258666541768	-0.06717294650293548	-0.0760275840836399
Glycosphingolipid biosynthesis - lacto and neolacto series	0.02819755994060086	0.06236800989411938	0.030442571203097336	0.05179556445658222	0.02755211061067554
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	-0.12795261844756295	-0.09232346469351195	-0.11346204555750092	-0.08160462790117866	-0.12011587024994588
Glyoxylate and dicarboxylate metabolism	0.22850799986613712	-0.14790260826694052	0.5309684007066524	-0.12226361047129648	-0.11865441436683077
GnRH signaling pathway	-0.08571609367566319	0.0029158053555212006	-0.10340032269667788	-0.09861468055180883	-0.07348580532538235
Graft-versus-host disease	0.10065054612039934	-0.0022878936338674677	-0.0006779364976403275	0.045609513648907134	-0.07445545049349976
HIF-1 signaling pathway	0.040253731840363176	-0.17560889081309436	-0.147370741717131	-0.1825825593596842	-0.1528325920148037
HTLV-I infection	-0.15852434890976835	0.2169757376408351	-0.1611966465007498	-0.16620187671378522	-0.168871238131712
Hedgehog signaling pathway	-0.07873496898249957	-0.11826779475946422	-0.06803259840095996	-0.11778298958531302	-0.06171473608018313
Hematopoietic cell lineage	0.0426268543786629	0.05647340905637835	0.05655677426735811	0.015500772514262033	-0.02185130308374669
Hepatitis B	0.2951662628088829	-0.13636718378763915	-0.017795840033536313	-0.11026106764365998	-0.12055680505655639
Hepatitis C	0.35276428870053855	-0.05390162054026064	0.20618708634910127	0.081331299321941	-0.023274343730441217
Hepatocellular carcinoma	-0.15719710032908893	0.5837410244956114	-0.15388498228263064	-0.1481851723829278	-0.13703199107485153
Herpes simplex infection	0.16036381539374844	-0.13671088100866377	-0.04867713671931163	-0.1048046208669671	-0.142266323931067
Hippo signaling pathway	-0.13652957353571343	-0.11461425439373625	-0.1363683258485271	-0.1304648629032503	-0.10788563757396158
Hippo signaling pathway - multiple species	-0.03337323479830152	-0.13901578853338148	-0.030454548795268557	-0.12171229567400667	-0.03184210728104062
Histidine metabolism	-0.0348776276796294	-0.0022168304484156587	-0.022322793686656194	0.3779441617579552	0.008551142826400905
Homologous recombination	-0.045221739868599384	-0.04056805055531112	-0.04506721971748508	-0.03129166639983357	-0.042713065445900575
Human papillomavirus infection	0.0567843126445152	0.08923136354075173	-0.10353467694631788	-0.13505200382747085	-0.12037510590366257
Huntington's disease	-0.2196990041138055	-0.19108687412268924	-0.2191714749083307	-0.17887141226804082	-0.21388568689512932
Hypertrophic cardiomyopathy (HCM)	0.06215339254442685	-0.06914663885044575	0.014823835613540018	-0.04924564981826617	0.01796393240789003
IL-17 signaling pathway	0.08062521785800394	-0.038062753666174114	0.09969023488886039	0.031124421116419203	-0.0027523821542637474
Inflammatory bowel disease (IBD)	0.025225057829949774	0.04700507588695593	0.03636387547418742	0.1427886616760575	-0.017822631260238555
Inflammatory mediator regulation of TRP channels	0.023869658811442217	-0.06413174629864739	-0.0007527210983262437	-0.05508943213339135	-0.010232030329087647
Influenza A	0.20339656413540996	-0.10336353765988868	-0.041121344984128824	-0.08709550897896161	-0.13788355958361329
Inositol phosphate metabolism	-0.06351862394780793	-0.1152955259899647	-0.058087893458859785	-0.11031538835749909	-0.05089964264935464
Insulin resistance	0.03380207121949026	-0.10549123230843	-0.09029979465681337	-0.11114938070952997	-0.11705175902402944
Insulin secretion	0.0793217051598168	0.021401072566029994	0.03308051681853649	0.07415065254863246	0.058550292789090734
Insulin signaling pathway	-0.025112890667412163	-0.14977496373822466	-0.1314733076708822	-0.15668187829028718	-0.14486628135510313
Intestinal immune network for IgA production	0.02491473430941804	0.07055857539110408	-0.015991680468589467	0.02351188952684803	-0.011172061238639638
Jak-STAT signaling pathway	0.14715173674687113	0.07201604307550732	0.12674595546090428	0.45199453179670157	0.0949987500558578
Kaposi's sarcoma-associated herpesvirus infection	0.141176800121691	-0.12127153400929676	-0.0723322152351998	-0.08645825061548641	-0.11876329202735739
Legionellosis	-0.16875030215230705	-0.15324977257270167	-0.17417180327124837	-0.160172864652853	-0.18338492407825063
Leishmaniasis	-0.13548415430060118	-0.12918582813865276	-0.1348717202246586	-0.13935388389485398	-0.1641585858762036
Leukocyte transendothelial migration	-0.12437983977775273	-0.13184360661074862	-0.1070318136254924	-0.11342366090281683	-0.12950880388769287
Linoleic acid metabolism	0.2845241619068564	0.37675740597852203	0.2667629343030494	0.40678526720453656	0.2967141947822376
Lipoic acid metabolism	0.11865883136501329	0.1874639829202918	0.14809032340282247	0.19742219136648245	0.1117379364397009
Long-term depression	-0.08896432807405705	-0.10446584461864378	-0.08084827370930847	-0.11258967867027575	1.2238585120433958
Long-term potentiation	-0.0909233375936381	-0.05657434655589547	-0.08715470709801637	-0.08664467620317534	-0.08046748373181457
Longevity regulating pathway	0.05921364352620618	-0.15204985139937993	-0.11953509305478915	-0.15109612999804115	-0.1379558236638858
Longevity regulating pathway - multiple species	0.26756050449686	-0.14168921815142935	-0.14409041865064395	-0.17877788883462067	-0.15471425671792052
Lysine degradation	-0.05435683952874705	-0.15890372902445063	-0.1394095199138975	-0.14775188086056498	-0.13699520643663368
Lysosome	-0.21383889764005903	-0.21490702434653783	-0.2106821500175178	-0.20935757071489852	-0.2209753156132307
MAPK signaling pathway	-0.07526294940077694	-0.08923404006091767	-0.09632486210105763	-0.12262845171772711	-0.08062690158568434
Malaria	0.016942078170078208	-0.11573469770717595	-0.0032081058637836355	-0.011262547577194523	-0.027017779356329354
Mannose type O-glycan biosynthesis	-0.007269266098545642	-0.006798797011096781	-0.02482504234374505	-0.01685352355319716	-0.008608157517948892
Maturity onset diabetes of the young	0.3924382655727048	0.6421864760052892	0.40039293393608805	0.6395212847654083	0.3825283024893194
Measles	0.34995159437621726	-0.04787195426497747	0.15267661697030097	0.07424002543296782	-0.08123463828486141
Melanogenesis	-0.020685704229772114	-0.059665508662686606	-0.03610632578086745	-0.0821212867469025	-0.008291863105127048
Melanoma	-0.039874027193040444	0.5809785256516017	-0.07230218989397943	-0.0699842140477511	0.2365700892244452
Metabolic pathways	-0.0008837331870200841	0.004018079579968549	-0.0010585405147867958	0.004413902775477972	-0.0035422983786366157
Metabolism of xenobiotics by cytochrome P450	0.21070305551987506	0.2518212724603089	0.2056393963453078	0.30723713589967816	0.6072768862655825
MicroRNAs in cancer	-0.096079065778588	-0.1643814741651744	-0.09878172694496251	-0.1574254716304159	-0.11071251991789045
Mineral absorption	-0.024702943345829974	-0.04172466767015374	-0.05033196721556497	-0.025838686564819198	-0.07426997112662996
Mismatch repair	-0.12056220893965909	-0.09352251885561218	-0.11410593456610703	-0.0931644894762762	-0.061426270362977514
Mitophagy - animal	-0.2193824493902592	-0.23796171284301562	-0.2140716781165024	-0.23216409208910777	-0.21959240370085298
Morphine addiction	0.1409218981099058	0.12833395957019192	0.12841979636598252	0.052906931622074486	0.13019476920426878
Mucin type O-glycan biosynthesis	0.051305199525024006	0.10259212893928789	0.05201137038577158	0.24229051262205648	0.006250867523886591
N-Glycan biosynthesis	-0.17645528496970575	-0.15385699708008177	-0.1739131061663722	-0.16489729741218484	-0.17276065148126027
NF-kappa B signaling pathway	-0.06306967693647438	-0.10758274287743333	-0.09530538235642022	-0.1107789588388596	-0.10314980782202472
NOD-like receptor signaling pathway	0.19559228104554766	-0.07952035470870568	0.08929153852161784	-0.06724923330342962	-0.09816082840159578
Natural killer cell mediated cytotoxicity	0.2716386741348407	0.048100748776429114	0.20561364112250582	0.037732230213631285	0.015692160576217622
Necroptosis	0.22290310843525282	-0.02330502577346914	0.10941427833848989	0.029737127900991162	-0.056768277540738335
Neomycin, kanamycin and gentamicin biosynthesis	0.1262397241117074	0.2576636863016897	0.13692410419195838	0.3316920153825293	0.12109413295489117
Neuroactive ligand-receptor interaction	0.3132189313634123	0.2622674106667209	0.33936444463472276	0.23672577492445113	0.34077629162146506
Neurotrophin signaling pathway	-0.1604817426748069	-0.1684516995873444	-0.14265863907374024	-0.1795995628961859	-0.15995767673982703
Nicotinate and nicotinamide metabolism	0.054292320305549056	-0.049047127897504664	0.4210959834037471	-0.04216127921741253	-0.022116016686776974
Nicotine addiction	0.43006030092919295	0.3843890635525007	0.4505279722685147	0.39298759170692693	0.49663278812884454
Nitrogen metabolism	0.16765487575594276	0.6470593870558244	0.15399896190741047	0.10071579642201409	0.1626488296831645
Non-alcoholic fatty liver disease (NAFLD)	-0.14528000733689758	-0.21759771052368942	-0.21482727354593725	-0.2100538754337969	-0.21490669324181283
Non-homologous end-joining	0.04194681489639851	0.10097860934226117	0.045816359842845135	0.04141395462075926	-0.04163734137949368
Non-small cell lung cancer	-0.1568159724796741	-0.1788477686634816	-0.1559264193876801	-0.16135221773200936	-0.17431369785750633
Notch signaling pathway	-0.17329581898540972	-0.1375096559657393	-0.16600483790012563	-0.14151219766923542	-0.15923140254977566
Nucleotide excision repair	-0.16933230264020005	-0.13944907008937082	-0.16475508348806553	-0.14223618120788753	-0.15768808328548486
Olfactory transduction	0.7535875720118727	0.579762239856684	0.757486832613666	0.7462508789962009	0.8192386414301721
One carbon pool by folate	-0.03286005920081872	0.06415574879146538	-0.04268070624673865	0.00026112872195090364	-0.03770598404548318
Oocyte meiosis	-0.011687099636697673	-0.08063537750282783	-0.09656135970909954	-0.11067761844828689	-0.08822611514006226
Osteoclast differentiation	-0.10860021489104772	-0.14239206689928446	-0.11607819229865454	-0.12126629853495406	-0.12331434170265906
Other glycan degradation	-0.13251429316404603	-0.09740405630041583	1.4609773408728408	0.22620456094489721	-0.14072468781040046
Other types of O-glycan biosynthesis	-0.09816249523632377	-0.09191772048049765	-0.11999163635322488	-0.10794687705289474	-0.11609508962964217
Ovarian steroidogenesis	0.13076137018318684	0.3540071936147508	0.14746498933007907	0.1895437043642747	0.13957435902830412
Oxidative phosphorylation	-0.12139751539419949	-0.22703675281765773	-0.224440465225922	-0.07285551862847461	-0.2304700170780697
Oxytocin signaling pathway	-0.029904144103412977	-0.09324113740951084	-0.06757514366136871	-0.09215662624782496	-0.058623188413174925
PI3K-Akt signaling pathway	0.343400337722125	-0.059534749158864066	-0.034654351541011416	-0.07184184882796264	0.0001537571807454512
PPAR signaling pathway	0.026007806170130626	0.009686399887405656	0.005870477936263877	-0.006836015116493562	0.00856241000784204
Pancreatic cancer	-0.16567670602957268	-0.19291321936175576	-0.1552450652146834	-0.18523857908364613	-0.1823265843779004
Pancreatic secretion	0.11027464947147808	0.17383869954461997	0.11001634904711367	0.1813292078969537	0.10175393672865728
Pantothenate and CoA biosynthesis	0.018699836430033034	0.03193311741650217	0.02237375092977136	0.0501313888047929	0.013525207243074672
Parkinson's disease	-0.22199601034686806	-0.23461022808687862	-0.22167509116421474	-0.23225481226488845	-0.22492719468971284
Pathogenic Escherichia coli infection	-0.2249340334176422	-0.21185832632761106	-0.22413754002035585	-0.2216456473379257	-0.22101760957448702
Pathways in cancer	-0.08851862533420286	-0.012094582294350946	-0.0980590697772457	-0.10343848583447308	-0.09448061817517901
Pentose and glucuronate interconversions	0.3662653171008901	0.46739158714511103	0.39498515903032333	0.44817126382161354	0.5906991622320379
Pentose phosphate pathway	-0.07632530664740907	-0.11569296470446822	-0.09214108568573046	-0.056664139113576935	-0.056497179497193566
Peroxisome	-0.10888922885804173	-0.11510435519936589	-0.0798822355559417	-0.06549606052068273	-0.12857298078666904
Pertussis	-0.12568336221974993	0.024641610455958286	-0.13127137872177322	-0.1267906048607673	-0.12234083139613491
Phagosome	-0.12739850816081055	-0.17447642550289508	-0.16655549629327232	-0.18592774182540941	-0.16503567591431503
Phenylalanine metabolism	0.007208993025107575	0.07220473868888966	0.011474160616831696	0.2475301978790766	0.08685968629245958
Phenylalanine, tyrosine and tryptophan biosynthesis	0.13426360388085015	0.21448972468239522	0.09432050784718606	0.16524813761329607	0.04538649505840262
Phosphatidylinositol signaling system	-0.07961863356007748	-0.1073101636746726	-0.06704284916156417	-0.12143934405832296	-0.07565156810489508
Phospholipase D signaling pathway	-0.030517437811649162	-0.11265970905822614	-0.056286844408077685	-0.13289169389758465	-0.07214299840064152
Phosphonate and phosphinate metabolism	-0.08292152418257569	0.04910929643115668	-0.038061856326614074	-0.014445842371871962	-0.03310171241836713
Phototransduction	0.3119901008301655	0.2819440746840889	0.29911792806359816	0.30699520412215264	0.38265128417298194
Platelet activation	-0.11797744129681369	-0.15016238555290284	-0.11820741458813379	-0.15107598443950154	-0.1311814606296719
Platinum drug resistance	-0.17961352368292915	-0.03271725529971401	-0.17162377050046315	-0.13713251060485995	-0.1771266668450482
Porphyrin and chlorophyll metabolism	0.36737633062961966	0.39144048656682795	0.39430959611240174	0.36559621030008566	1.336479534965548
