	count	db	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Apoptosis - multiple species	33	KEGG	0.7448543654002872	0.7412965828909899	0.7019169962980382	0.7296679194023539	0.7485011780939766
Arachidonic acid metabolism	62	KEGG	0.10748812591279819	0.11859770471830305	0.15271850294760922	0.05854577688905316	0.12119750553150084
Arginine and proline metabolism	50	KEGG	0.9470750582456515	0.9542045695969819	0.9458867269610756	0.9442326095670649	0.9640018551456547
Arginine biosynthesis	21	KEGG	0.7607975474437072	0.7244783982852725	0.7826436138154457	0.7778121500530919	0.7353539194508091
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	72	KEGG	0.7726118441622808	0.8583007138843547	0.8030526325905937	0.8882934012492365	0.7818047559704322
Ascorbate and aldarate metabolism	27	KEGG	0.004317004250514892	0.0014225699807454996	0.004063325133238829	0.0010013440339651282	0.005262191206050797
Asthma	31	KEGG	0.4945921272791141	0.5300577478984789	0.4520266432237196	0.29116659486012764	0.4784907717485381
Autoimmune thyroid disease	53	KEGG	0.00782851055640598	0.020706044493662257	0.009199644747901284	0.05380202577871681	0.0447365767945915
Autophagy - animal	128	KEGG	0.9671379147912769	0.9563718378728792	0.9716067942467076	0.9742665563368536	0.9832498672782594
Autophagy - other	32	KEGG	0.9549769124906388	0.9681277153616403	0.9513183486427053	0.9515324747896821	0.953779751824095
Axon guidance	175	KEGG	0.9139960186194769	0.9810302297147035	0.920941339617136	0.980618217581802	0.9258665028020903
B cell receptor signaling pathway	71	KEGG	0.9875140185966622	0.9929957378206293	0.9849248571803393	0.9866347063824744	0.9859460305571093
Bacterial invasion of epithelial cells	76	KEGG	0.997241742325771	0.9991272220261601	0.9937601077029039	0.9989185255236743	0.9969547558773713
Basal cell carcinoma	63	KEGG	0.5541046992072052	0.6564252018139766	0.6337768968941	0.6796043461458428	0.4651605539534828
Basal transcription factors	45	KEGG	0.7601941552009792	0.8194325107421129	0.818451290260268	0.8236409661077356	0.8029504853491757
Base excision repair	33	KEGG	0.9004113465730663	0.8760809705330259	0.9258286709754528	0.8919197176933568	0.935826862958573
Bile secretion	71	KEGG	0.06574308593401015	0.10118865911675314	0.08031819069723603	0.08144232702913615	0.10402971592666357
Biosynthesis of unsaturated fatty acids	23	KEGG	0.8484103890540029	0.8407439955660919	0.8421466637812675	0.8219472061329521	0.8593028585754869
Biotin metabolism	3	KEGG	0.5543860477461239	0.5404472688436948	0.5413193297451065	0.5333847875058316	0.5574361184804147
Bladder cancer	41	KEGG	0.9281175881265423	0.9823684425924862	0.948955793691433	0.9599332248716018	0.9513254637237772
Breast cancer	147	KEGG	0.9323214834008458	0.9278517388612691	0.9323740064933222	0.9160360997257871	0.8842650785163925
Butanoate metabolism	28	KEGG	0.6309427542506056	0.4839896198667885	0.6583870187026608	0.5052114909413101	0.5166549343184044
Caffeine metabolism	5	KEGG	0.0791662406358546	0.08572222355813205	0.07801569166269572	0.11045873781648718	0.07968228331007188
Calcium signaling pathway	182	KEGG	0.028347422802275184	0.41145197532019395	0.03589895081862733	0.584272486411007	0.013851879658068918
Carbohydrate digestion and absorption	44	KEGG	0.33599864308003796	0.30048696114095724	0.26932500198297993	0.2831606523779139	0.4419497311211277
Carbon metabolism	116	KEGG	0.9441658912738037	0.990686190111205	0.9447456952482114	0.9862565747774105	0.9886696462158753
Cardiac muscle contraction	78	KEGG	0.6216679393649981	0.8454133812444583	0.6746733293538435	0.737076680458174	0.5499741056364464
Cell adhesion molecules (CAMs)	145	KEGG	0.8654485638418078	0.7923016827201623	0.8711182896168813	0.9158377643614384	0.9491633853037619
Cell cycle	124	KEGG	0.9687840078003989	0.9567888731353632	0.9535314889077774	0.952271029690281	0.9737019030868389
Cellular senescence	160	KEGG	0.9915560448092409	0.9919707225839717	0.994541858045277	0.9965081786993609	0.9975504342897853
Central carbon metabolism in cancer	65	KEGG	0.937065806034421	0.9635092786217164	0.9478152791505495	0.949672399645241	0.9477421956324599
Chagas disease (American trypanosomiasis)	102	KEGG	0.988509354391583	0.9950386175227146	0.9887771338665291	0.9822911174227797	0.9952239138911465
Chemical carcinogenesis	82	KEGG	0.09059668391386545	0.004230514859491338	0.05927574759225431	0.00487538288871325	0.032099821596710404
Chemokine signaling pathway	185	KEGG	0.7589943201567868	0.9199330065376075	0.7695869533014119	0.9688040677291395	0.8832360129242471
Cholesterol metabolism	50	KEGG	0.6155356476653023	0.4355463877089708	0.6428220103816041	0.5483222209464409	0.7018173342737487
Choline metabolism in cancer	99	KEGG	0.9682063366833353	0.9780580532285806	0.9494019862287872	0.9503563146623936	0.9513731886096856
Cholinergic synapse	112	KEGG	0.5166253535981179	0.7740856057355774	0.5467979009281321	0.8446554621765362	0.5009602327945314
Chronic myeloid leukemia	78	KEGG	0.9336505360132498	0.9526951529579526	0.9426266489080521	0.9470632519443954	0.9620196238793988
Circadian entrainment	96	KEGG	0.43217722441647777	0.7126905405296986	0.5024663214305686	0.8036887201105579	0.3051530804275504
Circadian rhythm	31	KEGG	0.9484991186634091	0.9325088142563421	0.9458447264210875	0.9504078174206884	0.9286120128636018
Citrate cycle (TCA cycle)	30	KEGG	0.9387818891668999	0.9532012014720426	0.9599698810536548	0.9459912108046814	0.9614043979784277
Cocaine addiction	49	KEGG	0.5766301883550649	0.587295859232234	0.5061952465666401	0.6190771872465579	0.42532339392491264
Collecting duct acid secretion	27	KEGG	0.7986877546781523	0.7906718822076855	0.7893003883775332	0.7173194739807128	0.866497668520265
Colorectal cancer	86	KEGG	0.9892565419632097	0.9937446102846055	0.9790334492249444	0.972836045786701	0.9865249498592017
Complement and coagulation cascades	79	KEGG	0.4551165464129734	0.4633065239497674	0.41158226434686257	0.45112775354763407	0.46386688992561975
Cortisol synthesis and secretion	63	KEGG	0.5518523088996367	0.8961081131788136	0.6291395011304625	0.8716606940690664	0.5030427473616057
Cysteine and methionine metabolism	45	KEGG	0.9757704768067202	0.9392363975038386	0.9641591863577914	0.9528511061358345	0.9769556566272635
Cytokine-cytokine receptor interaction	270	KEGG	2.6935256933654694e-06	3.582689033340677e-05	6.178250914332342e-06	7.813124064518783e-05	2.4883298241991307e-05
Cytosolic DNA-sensing pathway	64	KEGG	0.29890814401803883	0.46508422107945174	0.31459621712913965	0.4148722296036617	0.4904186691538378
D-Arginine and D-ornithine metabolism	1	KEGG	0.07232612507184874	0.22564776933065675	0.13578803817896878	0.14621079290136643	0.059565556202988014
D-Glutamine and D-glutamate metabolism	5	KEGG	0.7576375772771098	0.7697695412320077	0.7281313282921243	0.7825025278564637	0.7293384655029851
DNA replication	36	KEGG	0.8083612885108429	0.7696944989840137	0.8503031902226902	0.7873609730730552	0.8243339457876397
Dilated cardiomyopathy (DCM)	90	KEGG	0.39192533495268767	0.8825497379357924	0.5069767644757244	0.8540592205546804	0.5514732010702816
Dopaminergic synapse	131	KEGG	0.9530692875442169	0.9763293690671628	0.9654503001540018	0.9768920605217881	0.9361201936323207
Drug metabolism - cytochrome P450	70	KEGG	0.15329898797783778	0.0037627170480763563	0.11912055466090174	0.005224441904226465	0.0455690066367942
Drug metabolism - other enzymes	79	KEGG	0.5710833591098365	0.2002465470327137	0.5691128503870425	0.20877615403144753	0.5555400169121131
ECM-receptor interaction	82	KEGG	0.8554926276979284	0.9441328221562083	0.8484160150816594	0.963971291705511	0.8239676390698353
EGFR tyrosine kinase inhibitor resistance	78	KEGG	0.9787745171836751	0.9865058390850936	0.975583685497513	0.9800093335808008	0.9753423622673437
Endocrine and other factor-regulated calcium reabsorption	47	KEGG	0.9400161514036071	0.9648725682493527	0.9554422720680062	0.9527476907935183	0.8722493646360812
Endocrine resistance	95	KEGG	0.9586820021363401	0.9924048613885598	0.9819942320574508	0.9668931034066061	0.9759562820886555
Endocytosis	244	KEGG	0.9913723006328989	0.9932027927835242	0.9914360711111921	0.9951405842263945	0.9951234282742094
Endometrial cancer	58	KEGG	0.9653137626023436	0.9821881592211836	0.9505964162630574	0.9755801639639132	0.9727295495554539
Epithelial cell signaling in Helicobacter pylori infection	68	KEGG	0.9458511702653036	0.9694211525626224	0.9667371920728357	0.9635253414415994	0.9659365707802765
Epstein-Barr virus infection	203	KEGG	0.9948067949069647	0.9974360756852051	0.9952234563938456	0.998076244566262	0.9984182524211945
ErbB signaling pathway	86	KEGG	0.9376163065850982	0.9579315410101484	0.9298799461234657	0.9179270155059827	0.9268698994493457
Estrogen signaling pathway	137	KEGG	0.6543536011993647	0.8248743525293273	0.6916824753932179	0.7787847820546772	0.7287442331877363
Ether lipid metabolism	47	KEGG	0.30675419136851784	0.29255529088475457	0.3147345110663669	0.312233213687207	0.29152088657838704
Fanconi anemia pathway	55	KEGG	0.3762724706267616	0.3586849762293066	0.3832317753623443	0.34726722609286037	0.3756764649104125
Fat digestion and absorption	41	KEGG	0.0027755633278322535	0.005110476666741333	0.005553678618729034	0.0014661598976295016	0.0015236774753746016
Fatty acid biosynthesis	13	KEGG	0.6387690810522794	0.5821034759305818	0.5846155467539237	0.6293640050498353	0.6068011212491233
Fatty acid degradation	44	KEGG	0.9165648060722278	0.7612459727869736	0.9133068027197996	0.9410042916281346	0.8863461859948443
Fatty acid elongation	25	KEGG	0.9344150949998472	0.9181815979109947	0.9206698963644845	0.9379669572432106	0.9401996642115613
Fc epsilon RI signaling pathway	68	KEGG	0.839101948797923	0.888890111100625	0.8248388469688153	0.8225378642753657	0.8736944072507
Fc gamma R-mediated phagocytosis	91	KEGG	0.9794837682896549	0.9856543932936808	0.9744895185110866	0.9855358978519586	0.980357194474829
Ferroptosis	40	KEGG	0.9930710731628138	0.9962644778001014	0.9773117394396773	0.9942833429151096	0.9982438613774247
Fluid shear stress and atherosclerosis	139	KEGG	0.9968231019663499	0.9693114026108595	0.998391117857568	0.987330103568204	0.993432864621064
Focal adhesion	199	KEGG	0.9922354095487947	0.9996895614384438	0.9899123361505056	0.9995376908585732	0.996827107970065
Folate biosynthesis	26	KEGG	0.5445752073789094	0.46874834098995494	0.5598373185842229	0.5180238691621881	0.6571423700844276
FoxO signaling pathway	132	KEGG	0.9352906814428905	0.9584125753661242	0.9384514041140362	0.9414056523627296	0.9747835446198898
Fructose and mannose metabolism	33	KEGG	0.9330550602989719	0.9352371087214709	0.9559038170300476	0.9200364882316647	0.9383061108723826
GABAergic synapse	88	KEGG	0.04239700385274459	0.11150056186553275	0.04791635618648303	0.21188014313879922	0.059800325152551494
Galactose metabolism	31	KEGG	0.634642954533755	0.7683499456917968	0.4663730930355264	0.6913105492719951	0.6592404514281471
Gap junction	88	KEGG	0.974451813968803	0.9876980843896248	0.9677417727155602	0.9738071406643275	0.9528250459357815
Gastric acid secretion	75	KEGG	0.5519222061945042	0.5286262339191581	0.5683722147379652	0.5162687412167043	0.5334063583709011
Gastric cancer	149	KEGG	0.8617759097036233	0.7852462340747427	0.862931535866893	0.8709337322377868	0.8313879517834677
Glioma	71	KEGG	0.9738489181252121	0.9697322782781536	0.969012334855538	0.9766240405315093	0.9797330249338625
Glucagon signaling pathway	103	KEGG	0.9175750194753316	0.9533277764973553	0.9572850044196457	0.9452940895657438	0.9362242694733235
Glutamatergic synapse	114	KEGG	0.2501950261472796	0.44352153363067254	0.24008377499621952	0.5546017503791087	0.18332195671522117
Glutathione metabolism	54	KEGG	0.9434114859263854	0.8201164469335768	0.9640193702603075	0.9162467632510292	0.9899116690081818
Glycerolipid metabolism	61	KEGG	0.4110651404630291	0.5186046924599678	0.39570356227482284	0.4865407597716181	0.45120128425162603
Glycerophospholipid metabolism	97	KEGG	0.6572031823038156	0.4447711733080154	0.6434360660354396	0.43702377410901866	0.6786589712367527
Glycine, serine and threonine metabolism	40	KEGG	0.8388750680619667	0.5806449268372375	0.7639117863695928	0.6456100058100819	0.7445954380770494
Glycolysis / Gluconeogenesis	68	KEGG	0.8805950571528897	0.832005835201953	0.8716627730838514	0.8939221266329226	0.9259495984847381
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	20	KEGG	0.5643558982875215	0.6204633807721771	0.7052316217673844	0.6226841309136367	0.5813900951752627
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	24	KEGG	0.43726843352907735	0.556576754521606	0.5381275594761711	0.5494570627053417	0.476288567759
Glycosaminoglycan biosynthesis - keratan sulfate	14	KEGG	0.633655693989233	0.6752234557549694	0.7093151324693202	0.6708714089946048	0.8090473395594253
Glycosaminoglycan degradation	19	KEGG	0.7207713260343245	0.8557460530925356	0.8123699639126188	0.8930309321749478	0.8106951521477486
Glycosphingolipid biosynthesis - ganglio series	15	KEGG	0.7488552724361621	0.8420555352373881	0.7639432985701925	0.8211497945994818	0.8193676985007561
Glycosphingolipid biosynthesis - globo and isoglobo series	15	KEGG	0.6911286727732627	0.6372874450690847	0.7046096117472743	0.764880725440784	0.7754449475520933
Glycosphingolipid biosynthesis - lacto and neolacto series	27	KEGG	0.3950441670373464	0.2657352068380564	0.38788950587306015	0.29998330776501897	0.46011400584364454
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	KEGG	0.8886369092654083	0.7873862665995042	0.8589711414388508	0.7644841761817048	0.8726444386430295
Glyoxylate and dicarboxylate metabolism	28	KEGG	0.8665517906865147	0.9528013282347684	0.77522079627358	0.929635918043542	0.9225666077960101
GnRH signaling pathway	92	KEGG	0.9379075036553105	0.9329046969543645	0.950062688083057	0.9449246602558941	0.9139376131265953
Graft-versus-host disease	41	KEGG	0.625706442409409	0.6643276956888239	0.6895678592932039	0.6132930992092905	0.8514062794418703
HIF-1 signaling pathway	100	KEGG	0.9461307020810175	0.9918970143840226	0.9900009844501467	0.9937732319307061	0.9979754947333831
HTLV-I infection	255	KEGG	0.9952066123810202	0.9861059478730693	0.9938705912782602	0.9958914154562202	0.9986898757066082
Hedgehog signaling pathway	47	KEGG	0.830705059818367	0.9230466257599498	0.8029524955235307	0.9064972254277357	0.7476369820022852
Hematopoietic cell lineage	97	KEGG	0.3320710506272094	0.30913837880368367	0.31981806425341364	0.549029233011043	0.6969174862109219
Hepatitis B	144	KEGG	0.9012620728190758	0.9796409443533827	0.889315165455492	0.9372496341421411	0.9588248740702013
Hepatitis C	131	KEGG	0.7552397716980294	0.8660491807969495	0.7383020747755517	0.7346660146063944	0.842727379501398
Hepatocellular carcinoma	168	KEGG	0.989433127859487	0.9498376165301865	0.9833095201486557	0.9821166683846476	0.9812631671199225
Herpes simplex infection	185	KEGG	0.9057655014522329	0.9889498220206594	0.9159521129106782	0.9453935847343286	0.9838511637455338
Hippo signaling pathway	154	KEGG	0.9915891356276645	0.9919425316993359	0.988262399122149	0.99474801838058	0.9691896041625868
Hippo signaling pathway - multiple species	29	KEGG	0.6561758494921206	0.9135769153947605	0.6611202116761259	0.8799238133724738	0.634737410449226
Histidine metabolism	23	KEGG	0.7777144649608344	0.6481431152138116	0.7518415434231593	0.6062635988884788	0.6905324704454607
Homologous recombination	41	KEGG	0.6840218260635832	0.6656978283236266	0.689669301352029	0.6480383811723839	0.7192887883456202
Human papillomavirus infection	319	KEGG	0.9580230555459252	0.988960842435434	0.9635516955188373	0.995300504421335	0.9816055156946324
Huntington's disease	193	KEGG	0.9828788647892421	0.9757049162902376	0.986634243070807	0.9719746585190204	0.9842434703738051
Hypertrophic cardiomyopathy (HCM)	83	KEGG	0.41423938987841324	0.9025603529160914	0.523173717984139	0.8492350500360822	0.531420087983519
IL-17 signaling pathway	93	KEGG	0.5515454815709033	0.8124110046672397	0.6321437703537526	0.5634617319322763	0.787706185061633
Inflammatory bowel disease (IBD)	65	KEGG	0.5480907181323785	0.4386172456954503	0.517470365972865	0.44985389531078807	0.703792058831632
Inflammatory mediator regulation of TRP channels	97	KEGG	0.5580355574258077	0.8803089500216869	0.5374481459624724	0.895844883251777	0.6249666071782161
Influenza A	173	KEGG	0.8701974764343403	0.9663549536838147	0.9264705022943485	0.9395020107852362	0.9900521290046728
Inositol phosphate metabolism	73	KEGG	0.6894400985636249	0.8740494269182449	0.6853709621727307	0.8445272811602674	0.6442122289236918
Insulin resistance	107	KEGG	0.8215906663860605	0.9107001182940122	0.8728148665753463	0.9006256397236336	0.916574459419462
Insulin secretion	85	KEGG	0.2269843874440133	0.5837747554250436	0.3481148758139114	0.5763597007939254	0.2340925824869201
Insulin signaling pathway	138	KEGG	0.9344294202772762	0.9737321409000181	0.968103300795163	0.981823219708358	0.9832027343159669
Intestinal immune network for IgA production	49	KEGG	0.5698583698328455	0.41594144729358845	0.6814625642191793	0.539777046385466	0.7236455721483889
Jak-STAT signaling pathway	162	KEGG	0.13046482053333386	0.4050976098452531	0.0960714731763421	0.2214954424970261	0.235713633094898
Kaposi's sarcoma-associated herpesvirus infection	186	KEGG	0.8849182751849677	0.9733820176463638	0.9479654121288413	0.9404094156599029	0.9881555559054864
Legionellosis	55	KEGG	0.9986869683125762	0.9964592071934617	0.9994392230288324	0.9977599618014286	0.999583127496219
Leishmaniasis	74	KEGG	0.9859398260090304	0.9811426029569917	0.9826016503736272	0.9731216655425993	0.9978133553982453
Leukocyte transendothelial migration	112	KEGG	0.9901791446288809	0.9946289457431078	0.9785960149179262	0.9778471199499956	0.9870672584975886
Linoleic acid metabolism	29	KEGG	0.004981899799442743	0.002980382544143651	0.006200582652308749	0.000854586460556398	0.002789586657808291
Lipoic acid metabolism	3	KEGG	0.49469757640006395	0.4042754937812384	0.45299371107894126	0.40125307169509805	0.5056363507950482
Long-term depression	60	KEGG	0.9154293498982022	0.9552071446562821	0.9066012631912599	0.9622238935141214	0.8314783240053116
Long-term potentiation	67	KEGG	0.9398936624353922	0.9126899826220849	0.9232815212425322	0.9208598958139228	0.9110811582341749
Longevity regulating pathway	89	KEGG	0.9039686814246048	0.9375168248914937	0.9283745460604194	0.9183223955675863	0.9494149803891666
Longevity regulating pathway - multiple species	62	KEGG	0.9475210323268122	0.9623909001012562	0.973379415333279	0.9799261391590749	0.9820461602459942
Lysine degradation	59	KEGG	0.9003513121938064	0.9452386295733234	0.9262239107167396	0.9254300154379119	0.9063436777476063
Lysosome	123	KEGG	0.9916077652006638	0.9902069753032285	0.9896706894746634	0.9903727219970857	0.9913631048893076
MAPK signaling pathway	295	KEGG	0.9517961438537572	0.9795459414878438	0.975295897760856	0.9841268617161003	0.9569251470829688
Malaria	49	KEGG	0.4887211469727964	0.967727441625926	0.5350133174175122	0.8789576571803207	0.6574189080683532
Mannose type O-glycan biosynthesis	23	KEGG	0.5592360299830368	0.5981473912238144	0.6336490498909131	0.6025803438723589	0.5545626785393608
Maturity onset diabetes of the young	26	KEGG	0.00036127508995291766	1.7536426644104566e-05	0.00014836772111189505	9.855612824149814e-06	0.0002625895754478949
Measles	134	KEGG	0.7794115948705503	0.8809982792134865	0.7633172263853095	0.7766368652931617	0.935171922915736
Melanogenesis	101	KEGG	0.6259216978358317	0.9031187414050565	0.6754460666810824	0.9450627021578333	0.5714048237948229
Melanoma	72	KEGG	0.837133906357817	0.8157340643524438	0.8854312485258908	0.9024243702510165	0.8598945595597581
Metabolic pathways	1269	KEGG	0.9118154015709723	0.8637385926760363	0.9194585452334716	0.8469497911426361	0.9174553797125536
Metabolism of xenobiotics by cytochrome P450	74	KEGG	0.13255354225463306	0.005555259082576643	0.10021134229519923	0.007315613844395173	0.056138612626364236
MicroRNAs in cancer	299	KEGG	0.9466645037487812	0.9788940339158394	0.9383176022803564	0.9744991073212921	0.9436118862672045
Mineral absorption	51	KEGG	0.6926801697943725	0.7933170056906358	0.8094788533333183	0.7479536508297091	0.8939803261380529
Mismatch repair	23	KEGG	0.8700966860182474	0.8257610309351022	0.8739367498459616	0.8183113719474701	0.8490980718643143
Mitophagy - animal	65	KEGG	0.9879572087943143	0.9935051482006534	0.9870158064698679	0.9902923469098343	0.9852133191080865
Morphine addiction	91	KEGG	0.009544300729684761	0.22201746566317743	0.015735068846989768	0.2832296001463318	0.015621359235922299
Mucin type O-glycan biosynthesis	31	KEGG	0.374065562765819	0.12062768315523811	0.34925914536318153	0.17244083620303477	0.5302693313493206
N-Glycan biosynthesis	49	KEGG	0.9740352721809045	0.9360493436261855	0.9682406024637197	0.9503726454431586	0.9672010358097194
NF-kappa B signaling pathway	95	KEGG	0.7316540963865199	0.8786742300622205	0.8389396010766235	0.8822569558652537	0.8508073113567066
NOD-like receptor signaling pathway	168	KEGG	0.8572003418645914	0.925943715507187	0.8480742897615157	0.9253068930167845	0.9567131553249785
Natural killer cell mediated cytotoxicity	133	KEGG	0.3147221524151826	0.4123235182714683	0.30940617398977954	0.5724570254890061	0.6972611434068002
Necroptosis	164	KEGG	0.8174462498824359	0.8472136327646604	0.794842878563338	0.8045295277063741	0.869264226842866
Neomycin, kanamycin and gentamicin biosynthesis	5	KEGG	0.4311533193277736	0.3214263198754952	0.41743118267780555	0.28809622791731887	0.4460458363008141
Neuroactive ligand-receptor interaction	278	KEGG	3.5049486360404685e-24	1.5715371405778045e-18	1.6552628223524825e-24	5.451703703605029e-16	5.4489929839150195e-25
Neurotrophin signaling pathway	119	KEGG	0.986746258063025	0.9819434521173994	0.9757452092536679	0.9835473947707043	0.9825660696310761
Nicotinate and nicotinamide metabolism	30	KEGG	0.4998092309611948	0.720432135977954	0.5339287016071582	0.6758112660196923	0.5944257517276292
Nicotine addiction	40	KEGG	1.6052217254293533e-05	3.525970521962265e-07	7.398605834689766e-06	2.6579369989501594e-06	6.2717144379810964e-06
Nitrogen metabolism	17	KEGG	0.1712375416583085	0.2153932507071047	0.25097648838802744	0.3153718092006521	0.2219869021689347
Non-alcoholic fatty liver disease (NAFLD)	149	KEGG	0.9723851016387238	0.9832133628331273	0.985608771964885	0.9773933445146045	0.9839183193290557
Non-homologous end-joining	13	KEGG	0.7002680597733628	0.6976521394618797	0.6956491806562656	0.6990527038103035	0.7501990270681544
Non-small cell lung cancer	66	KEGG	0.9414701702664531	0.9578317967977839	0.9407299388441623	0.9357120351670596	0.9620282831832037
Notch signaling pathway	48	KEGG	0.9598786061730691	0.8789170616241698	0.9470385497552125	0.8912865142219404	0.943605984131891
Nucleotide excision repair	47	KEGG	0.9563126541100851	0.882963532381251	0.9519650434525018	0.9011106100931755	0.9497157179469986
Olfactory transduction	418	KEGG	5.0200886895659214e-111	1.4221599739113081e-95	1.169315846561569e-110	5.65206933143601e-102	5.297610912317559e-113
One carbon pool by folate	20	KEGG	0.6659375430344017	0.3982828469782895	0.6900857590051481	0.5260557293595245	0.6696805404612853
Oocyte meiosis	124	KEGG	0.9557698520186921	0.942881461927605	0.9624918498431336	0.9722434270678082	0.9656579571525254
Osteoclast differentiation	128	KEGG	0.9534902725593863	0.9918368368729367	0.9673509395620308	0.9466557379052455	0.9736560944903604
Other glycan degradation	18	KEGG	0.8806903653244172	0.8291932505412881	0.7102771528711692	0.7133071374626024	0.8931300304865715
Other types of O-glycan biosynthesis	22	KEGG	0.8073838637886986	0.8024397559272541	0.8448528981062406	0.8184444042603278	0.8656347067406713
Ovarian steroidogenesis	50	KEGG	0.06640829176304029	0.1351758259273074	0.0764307495933041	0.1852891375687731	0.08076645473894578
Oxidative phosphorylation	133	KEGG	0.9663177118696521	0.978612392515869	0.9818846279537399	0.9564880446642764	0.9810266684925335
Oxytocin signaling pathway	153	KEGG	0.8747887140948494	0.9763166465784585	0.9217133850297468	0.9822978244033231	0.9149559615369337
PI3K-Akt signaling pathway	352	KEGG	0.8651546034036736	0.9661143581107418	0.9264878850444619	0.9460029645947922	0.9418935751337614
PPAR signaling pathway	72	KEGG	0.6001726191078974	0.615236695019478	0.6563555694046893	0.6509442599549886	0.5648273867647893
Pancreatic cancer	75	KEGG	0.9507279929964702	0.9615427914349456	0.939387003361421	0.9522589311831186	0.9686153955708967
Pancreatic secretion	96	KEGG	0.09962334799817446	0.09132753922432618	0.1143848711929006	0.13437807354170897	0.12174573840814744
Pantothenate and CoA biosynthesis	19	KEGG	0.5136566773626647	0.4520057459223574	0.47036676525667914	0.4461332303177663	0.5138506408097601
Parkinson's disease	142	KEGG	0.9858947836257602	0.9874351724396064	0.9877669079757692	0.9860845893725846	0.9869501709000968
Pathogenic Escherichia coli infection	55	KEGG	0.9992036260619344	0.9994994092504436	0.9988246041868997	0.9994476733396909	0.9989539028735154
Pathways in cancer	528	KEGG	0.9797020407988009	0.9617851552075876	0.9764083955373974	0.9734225828926824	0.9738507787400034
Pentose and glucuronate interconversions	34	KEGG	0.010867478250060757	0.005326437690964174	0.010425385716343922	0.006453351469045679	0.012210238001095542
