	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Cardiac muscle contraction	0.6385463915283738	0.5037648176174513	0.6226898885741505	0.5638919216945231	0.6767054372729622
Cell adhesion molecules (CAMs)	0.4954740717402624	0.17178971328427567	0.09279565174665029	0.5610348173738587	0.570316511133657
Cell cycle	0.08056181585547455	0.261522990291443	0.09650106220249832	0.14728865404028363	0.10023077702323076
Cellular senescence	0.22782817316169185	0.36375808426961975	0.18449078910822644	0.3732325162145308	0.23633413999219058
Central carbon metabolism in cancer	0.3539187566352456	0.2747733508780981	0.3526727010406631	0.33178717879566966	0.295603029844849
Chagas disease (American trypanosomiasis)	0.1202192835990003	0.19127277600821338	0.10479183394309731	0.18434247678585552	0.11426362874381457
Chemical carcinogenesis	0.19449192552331857	0.01422821252212524	0.14391651102890662	0.21259428312172227	0.14349583180288233
Chemokine signaling pathway	0.040521618942941005	0.10518491879112049	0.042354304468588434	0.1685102850828264	0.04949854116661055
Cholesterol metabolism	0.3791053599566748	0.24586391668805654	0.41569951511865183	0.3230702315633835	0.35295363854436657
Choline metabolism in cancer	0.15318746189646593	0.20192478860360483	0.14553295887368223	0.19562833092784834	0.1471919803116503
Cholinergic synapse	0.04287732829559276	0.2139606105569446	0.036066031756611515	0.13607548128334784	0.042262188165110605
Chronic myeloid leukemia	0.24971928678376235	0.31465290836951426	0.2992212856014825	0.40538041024096255	0.3506379719066436
Circadian entrainment	0.4394754683108634	0.5275424962357748	0.15907704464413	0.48372069841643484	0.32506241229366417
Circadian rhythm	0.22324633764577054	0.21758051283119265	0.23263303708683303	0.26742754338827246	0.2319440222490039
Citrate cycle (TCA cycle)	0.5223167433330027	0.5140277899473542	0.5314030812491535	0.5370132544772951	0.5099450143808362
Cocaine addiction	0.4782550102064723	0.5754399424760206	0.4764624417002632	0.3105876198754465	0.28186257417055643
Collecting duct acid secretion	0.3479296493758934	0.3923923760128954	0.31324304897187294	0.3295005567556978	0.4423865961794234
Colorectal cancer	0.21181219938165224	0.26343060078332425	0.19915146199488623	0.2752670869314393	0.22446116464694008
Complement and coagulation cascades	0.37192671019705137	0.6702744888901385	0.3980000079453879	0.7109438181515975	0.6194559471914969
Cortisol synthesis and secretion	0.05508499011485637	0.3339973972288639	0.13061023640560185	0.15947675742915424	0.03714875999524067
Cysteine and methionine metabolism	0.2888370792940904	0.21424872008985704	0.42779394814668187	0.16878745715184212	0.447834951929147
Cytokine-cytokine receptor interaction	-0.11651336560618777	-0.09254090463876777	-0.12015000104492687	-0.09295031712142018	-0.09215876275695263
Cytosolic DNA-sensing pathway	0.0715531717115814	0.08793656299650321	0.09163756147649339	0.09889269376703169	0.09858560529144811
D-Arginine and D-ornithine metabolism	0.032581873191901624	0.1110341312682737	0.06335525190511346	0.06862456584432011	0.026648981809330348
D-Glutamine and D-glutamate metabolism	0.3142207347273963	0.3231298489475585	0.310824580719145	0.39525730247742735	0.3314811844884072
DNA replication	0.23699359422278357	0.27479456409013886	0.2506596972000397	0.26524074767172395	0.23362509905152187
Dilated cardiomyopathy (DCM)	0.6273843003855825	1.354215884934058	0.6654478166090054	0.822150559124044	0.6810869796058696
Dopaminergic synapse	0.22102739806192004	0.3358567611813948	0.13717787243266594	0.34899076297488435	0.2728911168969668
Drug metabolism - cytochrome P450	0.27654869568012974	0.05169869042460462	0.16315615335308184	0.23909865402380723	0.20891177561514573
Drug metabolism - other enzymes	0.22973330092249206	0.14168981604828218	0.18765643715598954	0.16449421143601548	0.22665928162481713
ECM-receptor interaction	0.21528749588700516	0.9996792799662076	0.1765016170035147	0.7147528180030359	0.20962710404568288
EGFR tyrosine kinase inhibitor resistance	0.13393582370161092	0.27840852188678467	0.13079609394233993	0.27103100850122	0.14001399574985157
Endocrine and other factor-regulated calcium reabsorption	0.5511306385177623	0.5515134956302108	0.492123077776515	0.5480005916291436	0.4635692336326269
Endocrine resistance	0.12560587348094848	0.2801447372180177	0.14368270881294287	0.2817291908786976	0.1355431860620394
Endocytosis	0.24018559935225658	0.35140383746597864	0.2216968506441248	0.29982882933613664	0.21689249494034
Endometrial cancer	0.3230132511157832	0.2965896150784763	0.39744513585884605	0.29917385742141067	0.3592762776765037
Epithelial cell signaling in Helicobacter pylori infection	0.22423658327971813	0.3505404528439803	0.224953881021064	0.29690502937326935	0.22200268570478313
Epstein-Barr virus infection	0.20856942213273116	0.2824206966900803	0.2027806155121525	0.2721294632546247	0.21390537474128513
ErbB signaling pathway	0.12472579446352929	0.2521774759537669	0.11018161632618824	0.24643148869000875	0.12259040391191463
Estrogen signaling pathway	0.7030699429537899	0.6754386453024505	0.6562148084519309	0.4464176890953633	0.5226516046555413
Ether lipid metabolism	-0.015736275674931462	-0.016382103755119944	-0.011933831063744358	-0.017870536143844495	-0.024082033861172067
Fanconi anemia pathway	0.08768287098834994	0.09347121298545975	0.08838781926745834	0.0961984737939189	0.0930173531521874
Fat digestion and absorption	-0.1367334756141242	-0.1330777458673345	-0.12468098980825923	-0.14731170494713292	-0.14272200385757725
Fatty acid biosynthesis	0.15669718474497843	0.08858180974298954	0.11186120644333752	0.1315393818096728	0.11923039944813438
Fatty acid degradation	0.20441752634685434	0.30319134499865885	0.2147291449409742	0.2733902800152445	0.1796832522003853
Fatty acid elongation	0.5973329710105573	0.4208788698881259	0.42364381272006163	0.465352926868373	0.6341197808303896
Fc epsilon RI signaling pathway	0.12296535243073675	0.1543885689711191	0.12565702653377794	0.20986016966293136	0.15985926930358482
Fc gamma R-mediated phagocytosis	0.13499547784163057	0.15567662828556098	0.14300425223648877	0.21872583161480313	0.1797974551214179
Ferroptosis	0.2865504068040975	0.6048322055424236	0.39311395098393426	0.5255123015959735	0.40510134322074454
Fluid shear stress and atherosclerosis	0.19477009039806986	0.346791195426775	0.18366051923101653	0.3790882472060068	0.5215701225492554
Focal adhesion	0.3778465346610878	0.5565004093902659	0.30642383673840745	0.47802704987323374	0.26667384234077224
Folate biosynthesis	0.06265255491986217	0.03764443630670964	0.07072132328623124	0.06614145435090588	0.0843247664292399
FoxO signaling pathway	0.14535676803892286	0.2573142123230233	0.14510141971446083	0.28362755046649174	0.1314343937811341
Fructose and mannose metabolism	0.2509335392051219	0.22547362691653072	0.2383855925887515	0.16740509988163657	0.26018231940903297
GABAergic synapse	0.10116181869572635	0.3322779765168428	0.030090385692987106	0.22271755883414326	0.09852287940097183
Galactose metabolism	0.2740923204941656	0.2800873807803418	0.3338044511241536	0.3157567889389615	0.229538563316808
Gap junction	0.14207784861209777	0.3258630601778597	0.15167637929401698	0.22273556449972542	0.12263192870928478
Gastric acid secretion	0.655712043070077	0.6374387740578823	0.4702672681304226	0.6564668860805601	0.4686221333260338
Gastric cancer	0.09165717808531633	0.20200193916884246	0.086443354973943	0.17665646010411692	0.08921582875112805
Glioma	0.1746555083144104	0.33251454464092617	0.2360684810352513	0.3281534854139571	0.3310909664135305
Glucagon signaling pathway	0.14910855529555717	0.3159994625072885	0.17993985516438302	0.24546900531199292	0.18513605327456545
Glutamatergic synapse	0.023914057404722047	0.2105970016227569	0.024759139018207123	0.13123171158509428	0.01874704725976478
Glutathione metabolism	0.4502935531229537	0.29098536363793903	0.3412770430817641	0.3293000592447091	0.43633817117663554
Glycerolipid metabolism	0.03807689100008491	0.03462481554736088	0.03568347360037341	0.029199976574122113	0.03349192771869588
Glycerophospholipid metabolism	0.06711980676648836	0.09991855912044285	0.06851070777423685	0.09746018748632858	0.09556422048565666
Glycine, serine and threonine metabolism	0.12938103847781493	0.09422217378977939	0.14265640218079398	0.07950094636301386	0.15053813444940126
Glycolysis / Gluconeogenesis	0.44145409504575156	0.484163696519933	0.4586655309916391	0.4879206596514894	0.4846027578233315
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0.10542359279998516	0.1645854594796482	0.11299230636473853	0.2381376506371923	0.12375553467801302
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0.09394873392948817	0.0818409983447653	0.07998026386321803	0.10982089747443935	0.06155086896524791
Glycosaminoglycan biosynthesis - keratan sulfate	0.14826471858002377	0.16868050829368275	0.17771015847717336	0.26999874001063273	0.2886237707498275
Glycosaminoglycan degradation	0.324024488628423	0.2806939004710522	0.3644121719557926	0.29262968351295304	0.3394195037279453
Glycosphingolipid biosynthesis - ganglio series	0.13720156485872667	0.1921135157560653	0.14988244719071933	0.19355542979044682	0.20810528410565282
Glycosphingolipid biosynthesis - globo and isoglobo series	0.11545023497869705	0.12741696424238536	0.16494977292552698	0.16148856181082774	0.1678801213108035
Glycosphingolipid biosynthesis - lacto and neolacto series	0.02580588430487152	-0.02274743747489639	0.027867853958135624	0.0026231392629629488	0.07835223296273723
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.1667568862145125	0.21844662724361225	0.1794811506297645	0.21841729152058995	0.16890741483435076
Glyoxylate and dicarboxylate metabolism	0.35613069712397805	0.267688407984837	0.3498390992493097	0.3118106244547751	0.3563456591741298
GnRH signaling pathway	0.1307679725023693	0.21607811850047495	0.134319767251079	0.1864055014238952	0.14335757151894815
Graft-versus-host disease	0.9752621372397228	0.8565948726841055	1.0782508345907857	1.2221568249960963	1.05284261595197
HIF-1 signaling pathway	0.25103433667530267	0.3184018586749126	0.249789022948566	0.2654717295282751	0.2467608596659765
HTLV-I infection	0.13837440423150285	0.18292080369678662	0.14249033383211612	0.21768342107850816	0.179096952135522
Hedgehog signaling pathway	0.14174343941068565	0.19846937759708158	0.1312058783192924	0.21593028180856058	0.11441185747964809
Hematopoietic cell lineage	0.2008616039447082	0.09812692167471775	0.20921026255189842	0.5736086363992113	0.6269807694320196
Hepatitis B	0.15173319780590241	0.21077825318987692	0.16495734681611204	0.18722628208741918	0.17355019296424515
Hepatitis C	0.14419022187615457	0.175886989571065	0.15107514407029796	0.1464049188059131	0.1481057587539212
Hepatocellular carcinoma	0.15416506048571219	0.28012231626035716	0.20154008626245226	0.2826558810513208	0.20849258974764262
Herpes simplex infection	0.1844787512285084	0.1883657470222159	0.2035781550363719	0.19254576711847543	0.5798707806510645
Hippo signaling pathway	0.1001269299951497	0.08475023206842229	0.09304185846870948	0.06905918100363288	0.06572446864629883
Hippo signaling pathway - multiple species	0.1355301968567492	0.26884445944946633	0.1310180354259487	0.23727673355040715	0.1329688044959882
Histidine metabolism	0.39965028730839136	0.4155449383614232	0.2860684816170806	0.3526753013350982	0.27994751382522065
Homologous recombination	0.08693970867055874	0.08754855484806025	0.08583318086616969	0.08743631637450765	0.09437821543350179
Human papillomavirus infection	0.1619839552906707	0.31315666480362725	0.21243087699820987	0.2589920113676576	0.17813841453366347
Huntington's disease	0.6814346162310092	0.5478873432999342	0.6118375075623468	0.6037760904534395	0.6363650525475979
Hypertrophic cardiomyopathy (HCM)	0.7745725159146339	1.559338329290869	0.6481054139068394	1.0868570522680951	0.8374687307918874
IL-17 signaling pathway	0.4994552961203103	0.4760110267225961	0.5195890010477113	0.1273330910291757	0.42584933778804357
Inflammatory bowel disease (IBD)	0.27166935031622974	0.27716055762952135	0.4501051363781789	0.43262918140599305	0.6506322868780344
Inflammatory mediator regulation of TRP channels	0.07324188129487263	0.0797065018210532	0.07105423508246038	0.09847972672740407	0.05908192616756635
Influenza A	0.16611650972006883	0.18611046809576748	0.14697485487773515	0.17226778113974922	0.24540869140673155
Inositol phosphate metabolism	0.13940351219347608	0.1601224423927938	0.1273680727048073	0.17548718935600177	0.1509210583260543
Insulin resistance	0.14117006245207228	0.20845636179494062	0.13909680514644462	0.21638122523115738	0.12538229025260775
Insulin secretion	0.025151952855736386	0.3145748390035874	0.02066629537902524	0.1711973852904288	0.00728049352838166
Insulin signaling pathway	0.14518886224978886	0.2901940685364424	0.15471191914386279	0.2651045754828893	0.15219288932300898
Intestinal immune network for IgA production	0.28178720008865815	0.38569623470478265	0.3544933292409202	0.9354369288058506	0.8509114115208113
Jak-STAT signaling pathway	0.006299493653658349	0.08752881568476197	-0.021093554476573993	0.11880854351021852	0.018308631464005187
Kaposi's sarcoma-associated herpesvirus infection	0.35332109827624963	0.28121570300374327	0.3469503624346615	0.19652328181400083	0.28707302688542563
Legionellosis	0.615435111592303	0.38648796694669324	0.48070426326218607	0.3815825279252933	0.3476570930037509
Leishmaniasis	0.12901193475441505	0.13815404028447548	0.3413686814647477	0.35941000292486336	0.7327832276083687
Leukocyte transendothelial migration	0.7505685208517869	0.824495424487303	0.7111907184516997	0.7927296274545833	0.5988140917862739
Linoleic acid metabolism	-0.16894039185978346	-0.1634966571808214	-0.1605375654391241	-0.192353217992517	-0.1746006066932518
Lipoic acid metabolism	0.19371529873495785	0.1218313570339554	0.17454219375631397	0.1333135520768455	0.19499079058811708
Long-term depression	0.2126168368662207	0.43742816681456564	0.21217750150724854	0.29206376495066655	0.26184677316559796
Long-term potentiation	0.22614903745165893	0.4604124234912077	0.17624585221686048	0.4680927097721512	0.28441786484702125
Longevity regulating pathway	0.16969427592209665	0.26498863980914394	0.1667457178890366	0.28921583103052917	0.20514021430537333
Longevity regulating pathway - multiple species	0.18258585267835212	0.2634109969255705	0.15396508929479086	0.28410652206288045	0.16843472828438155
Lysine degradation	0.22453196528078886	0.43175516907374983	0.1909118647588183	0.3177724057179948	0.18483666234827362
Lysosome	0.3770661471902333	0.3226798758999758	0.35077397646641045	0.3172032808209157	0.3574644017744671
MAPK signaling pathway	0.07473766638555673	0.1777584998950068	0.08955303557331915	0.17301993616245026	0.07066725205139228
Malaria	0.11180280783011562	0.44063048804875493	0.1002504404308893	1.3338794821191169	0.10361514483303443
Mannose type O-glycan biosynthesis	0.05817415441107149	0.08916599870044543	0.07715411622255107	0.08948492521856138	0.1303413957439102
Maturity onset diabetes of the young	-0.19924053923679488	-0.2197653893971083	-0.2003104065887631	-0.22858386828757532	-0.19007192669016582
Measles	0.1294272048433342	0.12509461665800595	0.14897424984904725	0.13539539984929755	0.20970472551207772
Melanogenesis	0.0639178328696239	0.09111358889896375	0.04869287721397981	0.1243651661407727	0.03867562991057806
Melanoma	0.3681026000185724	0.30281198484683497	0.3797569924328667	0.32883672871012026	0.4012658285834702
Metabolic pathways	0.11681196951426247	0.12615801334196827	0.12467631655490861	0.124295768480703	0.1349037743044245
Metabolism of xenobiotics by cytochrome P450	0.29351932248539847	0.08255769069327301	0.22229696435755875	0.2599776992816282	0.20235789514048153
MicroRNAs in cancer	0.09936287616675663	0.2603183753453002	0.09117127064761302	0.32145406184960384	0.11425037791092173
Mineral absorption	0.8356523423745705	0.8285224516505288	0.796010606855614	0.6002449246785523	0.9466064671728381
Mismatch repair	0.285764023016019	0.2170392914991518	0.26470634380710373	0.2350641842926331	0.27520842656252287
Mitophagy - animal	0.30325089761650287	0.3513037296581384	0.2543957767531105	0.3538762276282567	0.2917289824573878
Morphine addiction	-0.028431472675556548	0.03324027655782721	-0.014175271647812664	0.05336114954993936	-0.031085373048616836
Mucin type O-glycan biosynthesis	0.054362411402063535	-0.05009582045756068	0.06550216069237291	-0.04257736357226711	0.07656902461192285
N-Glycan biosynthesis	0.22252077394305358	0.2285131527774906	0.21746257999158852	0.20528782555446043	0.22568353990506274
NF-kappa B signaling pathway	0.11501584438037062	0.11488269177546788	0.11285699133267281	0.12033939094494851	0.12932327847739195
NOD-like receptor signaling pathway	0.11721748107610147	0.16115544675769966	0.11370362472538753	0.17113101081473875	0.1555983554621247
Natural killer cell mediated cytotoxicity	0.15997996269106474	0.19951270874758892	0.20026420444517112	0.27188903442489815	0.20959337363908187
Necroptosis	0.18042956115908634	0.18112590908710854	0.19441868624228825	0.17889097727116626	0.2124573949728097
Neomycin, kanamycin and gentamicin biosynthesis	0.10399639927727451	0.13081062722082137	0.09685732738822646	0.18004639020175917	0.0902666326751034
Neuroactive ligand-receptor interaction	-0.19840651841375861	-0.19657620017798694	-0.20337405262847316	-0.18679041572600358	-0.20712167544790133
Neurotrophin signaling pathway	0.12263795474437435	0.22194331812966256	0.16246517241845534	0.22514780700656745	0.20890991745153953
Nicotinate and nicotinamide metabolism	0.14093285465219285	0.13156192136224615	0.13738924803869043	0.1388992895805319	0.15581142827784564
Nicotine addiction	-0.19578181303020467	-0.22375458279700364	-0.1939458391829001	-0.1982790348863977	-0.19561330836993368
Nitrogen metabolism	0.07660244650809564	0.16844880143005078	0.04624037484583628	0.13523455388148853	0.11133979959577497
Non-alcoholic fatty liver disease (NAFLD)	0.6234561327759736	0.5627473282780358	0.5960243830806335	0.5606218397792961	0.635246724758359
Non-homologous end-joining	0.26705430283490217	0.22037356438499342	0.22336787417687365	0.23440404431217188	0.2241140885596852
Non-small cell lung cancer	0.19536887314418744	0.3304605350332306	0.2404468658064478	0.30577625311120826	0.15690746797239838
Notch signaling pathway	0.2665722426440253	0.32513821274866955	0.2482879276858476	0.34082200710736754	0.218126350171928
Nucleotide excision repair	0.23511217384303948	0.24421031774211865	0.2334366143355639	0.23680620139564948	0.2375213607751583
Olfactory transduction	-0.270249662945898	-0.2627902219273554	-0.2706520683544225	-0.2643592214310011	-0.2727340169917004
One carbon pool by folate	0.18390562468975655	0.1636297251269031	0.2096767668528489	0.18970344066384595	0.21734293365292895
Oocyte meiosis	0.425252867323726	0.3637309683901613	0.14694546049643378	0.3513129518054301	0.36730557403718417
Osteoclast differentiation	0.07572277527036378	0.10945283367999478	0.0917344321868889	0.10159438404659345	0.09162355483011982
Other glycan degradation	0.358272902004386	0.3578678881105385	0.47205907860961127	0.3851635445913936	0.44061528648370873
Other types of O-glycan biosynthesis	0.2448344869565446	0.24388518338294826	0.2929076249205626	0.313126698327308	0.2391992810396156
Ovarian steroidogenesis	0.05039106185216522	0.04383316483029915	0.03306491444168595	0.06335499210131115	0.018550480903243752
Oxidative phosphorylation	0.7391611624025274	0.6095777503678667	0.7276529227830449	0.6168360237736716	0.7550865714295383
Oxytocin signaling pathway	0.6744515940419687	0.8195081842569715	0.5798015757993225	0.7506226673507304	0.5320984726047432
PI3K-Akt signaling pathway	0.24311615063794165	0.38587621337903855	0.20151593546390542	0.3336697084263114	0.20433456915191217
PPAR signaling pathway	0.12381109478753062	0.22012340978872177	0.08017060592867674	0.11078059571534596	0.06163396291490321
Pancreatic cancer	0.21057374241741056	0.2881011385953273	0.16657237741013908	0.3250157318579866	0.16983653918445385
Pancreatic secretion	0.04554915746827047	0.181684501148409	0.004481703895632189	0.23281821950511536	0.047674269458459324
Pantothenate and CoA biosynthesis	0.06585825387352064	0.040902627435905545	0.03405085044073112	0.027480714890194744	0.09649802401212348
Parkinson's disease	0.7344793300878697	0.6192001700869788	0.7269820024388716	0.6425873215706123	0.7406202645420389
Pathogenic Escherichia coli infection	0.8369307973944904	0.836110173946329	0.7830490787806331	0.943349367284638	0.9408070372067784
Pathways in cancer	0.07321805385779127	0.22168199221798562	0.06596295192050809	0.16889040673338898	0.1090762206642676
Pentose and glucuronate interconversions	-0.004715465037573017	-0.11291627531310024	-0.0530494828252528	-0.0037292032241402454	-0.06335216844000738
Pentose phosphate pathway	0.3022938987544743	0.35868088632200185	0.4633827433718982	0.3477833657676722	0.40400899031105103
Peroxisome	0.21890459616520921	0.16411511983344942	0.17517482328529727	0.19531125790715057	0.1959123468421527
Pertussis	0.8519257026764367	0.9359075917634043	0.5873041036269839	0.6390834844585735	0.6873301581816634
Phagosome	0.4835865685428224	0.5922137886760388	0.5081663610594025	0.6782565245918873	0.634046783183572
Phenylalanine metabolism	0.45981023108983343	0.7010756172064769	0.3938165301679275	0.7325006673803279	0.4254719975654451
Phenylalanine, tyrosine and tryptophan biosynthesis	0.23331161009011983	0.17619211923145373	0.28454828948791283	0.1404009611441006	0.3477753445795497
Phosphatidylinositol signaling system	0.11961202489248812	0.1469807524519968	0.10372598487337605	0.16474029343663135	0.1217665728908994
Phospholipase D signaling pathway	0.06899207670227528	0.1663755152205316	0.0718225796891027	0.19265686246422978	0.04736930205384126
Phosphonate and phosphinate metabolism	0.36274314517574197	0.2689577293090171	0.26542310906214195	0.32117885402555313	0.27605377988929913
Phototransduction	0.6715055667579403	0.5730548038300055	0.4231303671897774	0.6103149354462024	0.4819565219954491
Platelet activation	0.1383425711900104	0.45729806005927165	0.08959835319633755	0.49684775062996583	0.08916547863448486
Platinum drug resistance	0.16802504989915854	0.23996291141807108	0.16253623390839309	0.21182436164091062	0.17652335417754478
Porphyrin and chlorophyll metabolism	-0.04817415330892606	-0.04799373063060056	-0.02036485523500747	-0.03617418589413158	0.011905965239730063
Primary bile acid biosynthesis	0.01225142527338452	0.02502887928869935	0.02872454494879897	-0.0008936679356897531	0.02226596870585602
Primary immunodeficiency	-0.0029270203176459514	0.003522913731639333	0.037258429581778746	-0.0035695792658660794	0.0590259242040985
Prion diseases	0.5147136882840428	0.8316573480318661	0.5737924708560314	0.7028769449453178	0.6771686329931578
Progesterone-mediated oocyte maturation	0.08566307240450516	0.18723790302911397	0.0922746640687253	0.1676266824644329	0.09450861226090991
Prolactin signaling pathway	0.1826506903012761	0.33641955038972415	0.19035260321878714	0.3068053440967241	0.19960283997646602
Propanoate metabolism	0.258021006009682	0.264703149445971	0.2824314696922737	0.2491135460923658	0.22865538475242836
Prostate cancer	0.24310045524726034	0.24272973521393928	0.29034456278512355	0.2603484043727592	0.18951959724771034
Proteasome	0.7011275647300074	0.7702063275022206	0.6552866505686967	0.81989524194604	0.7813016152711022
Protein digestion and absorption	0.02274496346384533	0.8875293772119651	0.07542501343864028	0.6003583386068501	0.020960059563543826
Protein export	0.5367256090753729	0.47281335967563143	0.47455868438898346	0.5220661086886483	0.5343514314267142
Protein processing in endoplasmic reticulum	0.5087859878203695	0.4069469567746319	0.41529203594882214	0.4037746846410231	0.4303314745547924
Proteoglycans in cancer	0.10056557868874409	0.35053153647301594	0.10601143552684662	0.3278640458811534	0.1825059512060807
Proximal tubule bicarbonate reclamation	0.14811109682606657	0.2079622739495264	0.15792404971214216	0.4277911387647502	0.1730691182923866
