	count	db	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Apoptosis - multiple species	33	KEGG	0.049239944240656745	0.036807125178234874	0.05034656880241444	0.03457389887823417	0.015189946084082948
Arachidonic acid metabolism	62	KEGG	0.7026203224684722	0.7306103085208497	0.6127748952905933	0.725666786007833	0.7126044583401995
Arginine and proline metabolism	50	KEGG	0.006052176061024502	0.009179396685378576	0.0070868638735518755	0.0037911335843577583	0.004268589149097196
Arginine biosynthesis	21	KEGG	0.1835633600828912	0.19945173867143118	0.16978285750641747	0.17441416505752402	0.1871927463672878
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	72	KEGG	0.06621507263544225	0.008269655081592575	0.08300261046798207	0.009693513462708407	0.08955743474579245
Ascorbate and aldarate metabolism	27	KEGG	0.8628174478980605	0.817427815376177	0.8460946313066252	0.8579417708390694	0.9040136942398165
Asthma	31	KEGG	0.16717160570640183	0.3594150054428684	0.16940790291067973	0.07049438476457831	0.002590642534897546
Autoimmune thyroid disease	53	KEGG	0.16329432283741546	0.29341830919019957	0.1479871529334524	0.06588647863969818	0.004474471216131518
Autophagy - animal	128	KEGG	1.7125903560269506e-08	1.3313354560937422e-10	6.941782138269516e-08	3.1351501486825974e-10	6.133817554939724e-09
Autophagy - other	32	KEGG	0.002368059979479751	0.00043772025836615486	0.003492308418000532	0.0013514894746854901	0.0015795253758865745
Axon guidance	175	KEGG	0.0005631310184971752	0.00010834644544858687	0.001325894941185102	5.393079950878753e-05	0.0040051473286323285
B cell receptor signaling pathway	71	KEGG	0.001543916616773003	0.0011907431666419303	0.001542377771324373	0.00034427368962992524	0.0005748140035461704
Bacterial invasion of epithelial cells	76	KEGG	4.834909501034753e-08	4.3662026424897395e-09	4.3198962413743384e-08	4.815876513503415e-10	1.4449777916231806e-08
Basal cell carcinoma	63	KEGG	0.12936439581093656	0.24019982579376312	0.12126309356290785	0.1463816155457416	0.2445512796082661
Basal transcription factors	45	KEGG	0.01323484848619528	0.004317547434252466	0.012495902412541397	0.00537363033102156	0.011634872055161205
Base excision repair	33	KEGG	0.0009655057220976219	0.0019211245762758987	0.0003645619168331209	0.0023208908091697654	0.0008660539906571868
Bile secretion	71	KEGG	0.7502076077838055	0.6182790598196254	0.7385314693707602	0.5429230209860847	0.6062797796774593
Biosynthesis of unsaturated fatty acids	23	KEGG	0.1097315985253447	0.0781046434414085	0.11094622638319064	0.05433006649303683	0.08357489722278039
Biotin metabolism	3	KEGG	0.32677594248430714	0.35521570662033725	0.31891631418816035	0.33208720405909237	0.30900976703923155
Bladder cancer	41	KEGG	0.0027068430770684636	0.000850865048344766	0.0019283831139996687	0.0030435006830901736	0.0023623863327198722
Breast cancer	147	KEGG	0.026030335949024583	0.003923503602856592	0.02218754743901606	0.0022126763084187114	0.029544680577930898
Butanoate metabolism	28	KEGG	0.2680287299449557	0.4538019929822559	0.24238322936215523	0.4327507130317546	0.3497823079215053
Caffeine metabolism	5	KEGG	0.8109725968147272	0.7957557715144767	0.7702152626242658	0.7606049174486703	0.7484280193784989
Calcium signaling pathway	182	KEGG	0.5226703138111091	0.29470081036655515	0.4448375386726827	0.19993249844111777	0.5340182837572552
Carbohydrate digestion and absorption	44	KEGG	0.4779882853496156	0.557439054325899	0.49768664644892874	0.515982443752672	0.37807303282437094
Carbon metabolism	116	KEGG	1.0913957055809885e-07	1.1032542974685272e-06	1.3204307702605315e-07	1.8242623300650335e-06	1.8192320694676783e-07
Cardiac muscle contraction	78	KEGG	0.004839673885867224	0.0010096813920988364	0.0023004009949137904	0.0017418281785967918	0.0027264047337369228
Cell adhesion molecules (CAMs)	145	KEGG	0.02545145134794283	0.04140872579971254	0.025822702219990886	0.007654524789284728	0.0016495314134653517
Cell cycle	124	KEGG	0.00010876223430976358	6.151436926788589e-05	0.00012204477355954423	6.343258367264919e-05	3.246190192602328e-05
Cellular senescence	160	KEGG	2.1904984007893963e-07	8.580291409802034e-09	3.1788801375394306e-07	7.2670983061036745e-09	6.286891958204952e-08
Central carbon metabolism in cancer	65	KEGG	0.00014177507913379657	6.238709468486287e-05	9.112584976705534e-05	1.784852744009894e-05	0.00011612835373549265
Chagas disease (American trypanosomiasis)	102	KEGG	0.0006632118593601155	2.4654791381765232e-05	0.0004813461236859195	1.7365657423798933e-05	0.00019563999698667125
Chemical carcinogenesis	82	KEGG	0.5164135674770366	0.7716469317400289	0.5919253796810062	0.6073186037354565	0.6771805056544093
Chemokine signaling pathway	185	KEGG	0.08869461327247548	0.010219291566063021	0.07013519320784492	0.0028298861276581993	0.038014939976804725
Cholesterol metabolism	50	KEGG	0.19146324176210572	0.1774633404798422	0.14616674581277028	0.19313899700121687	0.0976654783024759
Choline metabolism in cancer	99	KEGG	0.0007613951736420789	0.0001993084397125331	0.002069787147553891	0.0001228362028434894	0.0008221226532160229
Cholinergic synapse	112	KEGG	0.34979448435104227	0.13068521722089063	0.24810397895046643	0.07389754973246497	0.33460004753039924
Chronic myeloid leukemia	78	KEGG	1.8531615006813748e-07	6.027180922824121e-09	2.6375049666006706e-07	8.967327657610812e-09	5.906746789712153e-08
Circadian entrainment	96	KEGG	0.3106134486235512	0.07608536963120031	0.23065205939231895	0.06875017397115901	0.3803582625057473
Circadian rhythm	31	KEGG	0.005916089484477955	0.01087010990604234	0.00859568562235456	0.004505535316604879	0.008625117433670735
Citrate cycle (TCA cycle)	30	KEGG	1.2193751644551269e-05	2.425570572024765e-05	1.4486629797353007e-05	1.6078982226032555e-05	1.3300753777410916e-05
Cocaine addiction	49	KEGG	0.19039304523959796	0.09127870666994012	0.17615633414509363	0.16416218709048558	0.32536272346792416
Collecting duct acid secretion	27	KEGG	0.04804540441874233	0.11666076734471738	0.10600976694277459	0.11864810715980725	0.044889026678931514
Colorectal cancer	86	KEGG	2.3740856642912925e-06	1.2868029760696566e-07	4.6306644438306745e-06	3.2940648647168813e-07	9.499762903560817e-07
Complement and coagulation cascades	79	KEGG	0.2725243508284147	0.2061164464155669	0.3240819500779616	0.09581278089375642	0.049983962554686
Cortisol synthesis and secretion	63	KEGG	0.35983950979280666	0.06540425892852655	0.3176180644742992	0.0728578759386503	0.42315521845808046
Cysteine and methionine metabolism	45	KEGG	0.0036106765321625247	0.025501272807354616	0.0038662665446010064	0.019238947255445598	0.0024196417637753036
Cytokine-cytokine receptor interaction	270	KEGG	0.9279926282886728	0.905795313334818	0.96174223395679	0.9560938235435443	0.888778935625308
Cytosolic DNA-sensing pathway	64	KEGG	0.3058217024186889	0.25791217866749816	0.23950099220734514	0.2694676068862766	0.2035724099835697
D-Arginine and D-ornithine metabolism	1	KEGG	0.927722579359859	0.77440093513756	0.86426066626147	0.8538379115387587	0.9404831482560436
D-Glutamine and D-glutamate metabolism	5	KEGG	0.20347731154486995	0.21612970748453358	0.20054155766435539	0.2162062287609422	0.22233087980428373
DNA replication	36	KEGG	0.009344907416941417	0.005597229583705747	0.004391124347232214	0.007740319795236935	0.010145914020791446
Dilated cardiomyopathy (DCM)	90	KEGG	0.17397288221382315	0.0033499741658939014	0.16534230348104392	0.004265495242094325	0.1656814428500231
Dopaminergic synapse	131	KEGG	0.015530428796668353	0.0007018374213118742	0.016340005646495643	0.0006845494158826511	0.02552259405689999
Drug metabolism - cytochrome P450	70	KEGG	0.4376927390598648	0.7564742964141311	0.5583870548048446	0.6430031685631153	0.6523462883467741
Drug metabolism - other enzymes	79	KEGG	0.07301191046711007	0.24346651175557615	0.0775801385424313	0.20359353690554013	0.06636652110239918
ECM-receptor interaction	82	KEGG	0.04267923644248985	5.7949793253440335e-05	0.03872194486656631	4.598384065836956e-05	0.037328025712703404
EGFR tyrosine kinase inhibitor resistance	78	KEGG	0.0001309651859829376	2.041309427037386e-06	0.00022153140068388735	1.0367966588521932e-06	0.0001389579190202416
Endocrine and other factor-regulated calcium reabsorption	47	KEGG	0.01597533703796138	0.003981683155679984	0.016592556249252422	0.0033232468125375964	0.030838306379639063
Endocrine resistance	95	KEGG	4.518604078202138e-05	9.544661832073708e-08	6.083836358019878e-05	1.993714593062209e-07	2.293608292780029e-05
Endocytosis	244	KEGG	8.584744872762998e-16	3.1752995841530136e-17	3.926048758035845e-15	8.139678596817308e-18	2.802123138563235e-15
Endometrial cancer	58	KEGG	9.322435642299126e-07	7.753102314502015e-07	1.583341299272007e-06	1.434650180522029e-06	9.75160101375359e-07
Epithelial cell signaling in Helicobacter pylori infection	68	KEGG	0.0001479184315484289	1.2276750273537893e-05	0.0003624455879887418	9.758893043634267e-06	6.913741065341669e-05
Epstein-Barr virus infection	203	KEGG	5.128922021890677e-15	2.619685694144115e-18	1.029016836513594e-15	1.7149859758106953e-18	3.360995991724782e-17
ErbB signaling pathway	86	KEGG	0.00018943029679079488	3.3454499803667625e-05	0.0004536415541929403	9.233133614854351e-05	0.0003177287524883476
Estrogen signaling pathway	137	KEGG	0.005019905381929693	0.0007733592765121754	0.009769703494802705	0.0008531203952356856	0.004378678025466173
Ether lipid metabolism	47	KEGG	0.6251674410536632	0.6068953770812661	0.5905875992840668	0.6540799852872262	0.6466222497461094
Fanconi anemia pathway	55	KEGG	0.18224662087182128	0.12225397532756292	0.1849771633486316	0.1565494887976373	0.15722165210006944
Fat digestion and absorption	41	KEGG	0.9681228031612821	0.9634588721066347	0.941421086788554	0.9481588742194119	0.9518844215629401
Fatty acid biosynthesis	13	KEGG	0.23276348449077908	0.31500201677225526	0.29617790866879057	0.2644805024588568	0.2611482625403926
Fatty acid degradation	44	KEGG	0.01271286563597809	0.02742642619294416	0.02302983415202718	0.008486862283125155	0.03588900321522958
Fatty acid elongation	25	KEGG	0.02318230939234834	0.011158943694251766	0.024374629095011924	0.003826441765797593	0.01697458058914769
Fc epsilon RI signaling pathway	68	KEGG	0.02892493692413582	0.010030356719789668	0.04009467482116824	0.004047232532312442	0.012883794075493333
Fc gamma R-mediated phagocytosis	91	KEGG	4.299264826472552e-05	1.9946743390842243e-05	3.127469792353789e-05	1.373689940177583e-06	1.0093118157043196e-05
Ferroptosis	40	KEGG	6.362144305868092e-05	0.00037118278815886685	7.849337812912053e-05	0.0003203283919574132	5.742432035298337e-06
Fluid shear stress and atherosclerosis	139	KEGG	4.541859349807467e-09	2.639214446375963e-10	2.0832164874603853e-08	7.568920705864101e-10	3.7297132551592046e-08
Focal adhesion	199	KEGG	1.5291006380867724e-09	1.811536156516756e-17	2.228838197661881e-09	4.597624592302969e-19	2.0340890621589103e-09
Folate biosynthesis	26	KEGG	0.37710247075475367	0.477239262586998	0.3612739723939173	0.38362019749498005	0.26671453752710494
FoxO signaling pathway	132	KEGG	9.812825931113836e-05	1.3905228117594437e-07	9.907744076624346e-05	5.032232306879954e-07	3.6480007037338516e-05
Fructose and mannose metabolism	33	KEGG	0.030010905495145533	0.04606217928501972	0.0187385539881111	0.059812183160122524	0.019346251915652025
GABAergic synapse	88	KEGG	0.7654740911625835	0.4821739103219902	0.7241434434687184	0.4527740010544932	0.7515010871243812
Galactose metabolism	31	KEGG	0.10407839348514275	0.08577813893241507	0.08055444203986002	0.09172463850826744	0.10267434292174911
Gap junction	88	KEGG	0.011344579029268786	0.00045062228208002386	0.016071418172201632	0.0002891027867122022	0.027241783496056163
Gastric acid secretion	75	KEGG	0.19437090362978635	0.13396846788205594	0.2125795456576078	0.11917016696095398	0.22022986457112384
Gastric cancer	149	KEGG	0.08778699557633836	0.028383808814667656	0.07020507287564057	0.025383420520175864	0.09423179407805711
Glioma	71	KEGG	0.00018078045937500837	1.614888101884225e-05	0.00042296573910605677	1.877199682405841e-05	0.0003140060438010605
Glucagon signaling pathway	103	KEGG	0.01288732713913853	0.0005102781199140953	0.01097294354588581	0.0009619251309693376	0.022736771050233764
Glutamatergic synapse	114	KEGG	0.5044622575203838	0.2826764695871417	0.44877124913082206	0.27287797068859676	0.5531212369967241
Glutathione metabolism	54	KEGG	4.065956953880806e-05	0.002644844022665039	8.041772012871408e-05	0.003442863878439322	5.284312788561871e-05
Glycerolipid metabolism	61	KEGG	0.4856428200667262	0.4427099355793647	0.5201979118734782	0.45419121205758	0.48331977148682753
Glycerophospholipid metabolism	97	KEGG	0.13575952486990223	0.08790283814266055	0.12622129317480274	0.10929077200658563	0.09071322545214934
Glycine, serine and threonine metabolism	40	KEGG	0.1217824993348814	0.15043909124533553	0.11908185998081837	0.18870921661905452	0.13002254571046867
Glycolysis / Gluconeogenesis	68	KEGG	0.002818357010259759	0.007478769768788038	0.004391527589351531	0.005686899639086017	0.004702329714600539
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	20	KEGG	0.17811750871200596	0.0689254973411493	0.14278094406076716	0.0313647214686509	0.16436185729089225
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	24	KEGG	0.387132799957634	0.22141668250716748	0.3078185961379623	0.14311508443371077	0.33994849709459546
Glycosaminoglycan biosynthesis - keratan sulfate	14	KEGG	0.15629501800718623	0.1238929926565505	0.11145866880331742	0.11165155672419479	0.024207639069343496
Glycosaminoglycan degradation	19	KEGG	0.09856035541141485	0.04642601313790234	0.04985280511232957	0.03662703019755952	0.06750840574186048
Glycosphingolipid biosynthesis - ganglio series	15	KEGG	0.1902348401066078	0.08818327749469244	0.15477041280660053	0.08453825529555342	0.11359081490399903
Glycosphingolipid biosynthesis - globo and isoglobo series	15	KEGG	0.22901681584586905	0.2574787946770762	0.18696500171733388	0.16695426240302322	0.12690102542776263
Glycosphingolipid biosynthesis - lacto and neolacto series	27	KEGG	0.4291326064183142	0.6069321698432518	0.43080368562483917	0.55864148583953	0.24153599785488336
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	KEGG	0.02159592963269655	0.03102613803831626	0.031604447511643215	0.031391535817189856	0.027421875873997067
Glyoxylate and dicarboxylate metabolism	28	KEGG	0.0037491225954106046	0.008213303376114377	0.005041329555908691	0.014103844986033441	0.00612539456606854
GnRH signaling pathway	92	KEGG	0.014474723740071346	0.0008443635222780266	0.013027304464800894	0.0013153887481958833	0.020872910572844926
Graft-versus-host disease	41	KEGG	0.0228845541048088	0.06606541600669125	0.018534933811649765	0.007174579925744574	0.0001021215015951047
HIF-1 signaling pathway	100	KEGG	0.00023288060789345815	1.050173140265151e-06	0.00011050813204307598	5.44513963640347e-07	7.255360995370009e-05
HTLV-I infection	255	KEGG	2.1307394603366945e-09	1.8794353629740754e-10	8.169243920727526e-10	4.845077328447475e-11	3.773126023260946e-11
Hedgehog signaling pathway	47	KEGG	0.050435583081316855	0.008931930478502803	0.07587656264829189	0.007086907311727538	0.09047359152033424
Hematopoietic cell lineage	97	KEGG	0.3278385419911571	0.4172865947796475	0.30273960747800643	0.17939652876347678	0.046146817624814394
Hepatitis B	144	KEGG	0.0001780844033717499	3.866784979662721e-06	0.0002595669132887234	1.0958306865896843e-05	6.277904195467181e-05
Hepatitis C	131	KEGG	0.002392743793600409	0.0015501732078405262	0.0019918400806179302	0.007306560462953968	0.001647948910912288
Hepatocellular carcinoma	168	KEGG	5.972564472082627e-07	6.295391053397307e-07	1.0015102110476337e-06	5.577729781367042e-07	3.7691492775504333e-06
Herpes simplex infection	185	KEGG	2.7729280339489116e-06	9.987679332742658e-07	1.641595489507031e-06	1.1606593122369955e-06	1.785892902092238e-08
Hippo signaling pathway	154	KEGG	0.00013381342567006735	0.0009212468213963612	0.0001360019623174943	0.00016079378531060393	0.002761285334993332
Hippo signaling pathway - multiple species	29	KEGG	0.07082460786932443	0.00913457471389384	0.08473188147615494	0.014365984956774096	0.09709554616823768
Histidine metabolism	23	KEGG	0.10740539839602506	0.24843102873268588	0.13009143303812165	0.210341793692029	0.13992990759831408
Homologous recombination	41	KEGG	0.17179893219885245	0.14199250252872103	0.1728339791750099	0.18120455448996672	0.14739481372649155
Human papillomavirus infection	319	KEGG	3.1396225434212684e-07	3.1870287448724535e-10	1.690406205140836e-07	3.444139857156229e-10	3.1676791401032147e-07
Huntington's disease	193	KEGG	2.2678070305212734e-22	1.0083250584133266e-17	2.0705509805047878e-21	2.38469733063562e-17	2.746368173394556e-21
Hypertrophic cardiomyopathy (HCM)	83	KEGG	0.19828376393987895	0.006749922957212392	0.1972113016394702	0.010579426540176516	0.19888121992088847
IL-17 signaling pathway	93	KEGG	0.2593059130590761	0.11374632614818474	0.17227693933317256	0.3183757695143153	0.07304432235846942
Inflammatory bowel disease (IBD)	65	KEGG	0.2576464731405089	0.3543752909667669	0.2837590355748788	0.15254508264569694	0.03228249865647447
Inflammatory mediator regulation of TRP channels	97	KEGG	0.11191211593646196	0.05503325438721802	0.11167628904414303	0.048337397518007696	0.15171142052840514
Influenza A	173	KEGG	2.9646737619076564e-05	7.100190244741281e-05	4.810577008923956e-05	4.603268953227886e-05	4.888435725601476e-07
Inositol phosphate metabolism	73	KEGG	0.00494116186331193	0.0023380226504398248	0.00807844476793699	0.0015814657385902426	0.005843973546449887
Insulin resistance	107	KEGG	0.00028408894630977	5.567742949844377e-05	0.00033236261796542596	8.879810528592248e-05	0.00041608974702238077
Insulin secretion	85	KEGG	0.6377877963842363	0.29640920896183204	0.5570423650723152	0.3079714662643962	0.6479110004384155
Insulin signaling pathway	138	KEGG	2.6975142464661733e-05	1.6861163118205013e-07	3.296784030651433e-05	7.220539292285841e-07	1.6419417958697613e-05
Intestinal immune network for IgA production	49	KEGG	0.2547890841811416	0.39624928595911707	0.17050601082054184	0.13725572725872545	0.017239946442065654
Jak-STAT signaling pathway	162	KEGG	0.6623766106470828	0.329475465055501	0.757717214062454	0.3580191341547476	0.5523705603198655
Kaposi's sarcoma-associated herpesvirus infection	186	KEGG	0.00010857924376223261	4.611345092505952e-07	0.0001519351998785141	1.94565608466427e-06	1.130323645293957e-05
Legionellosis	55	KEGG	0.0003353960054231001	0.0015663004798827872	0.00017920203533789417	0.0006993972089290349	6.035643328643311e-05
Leishmaniasis	74	KEGG	0.001450704492576786	0.001999500270348792	0.0011153203295113405	0.00022836094661665975	2.5922707014502848e-05
Leukocyte transendothelial migration	112	KEGG	0.0002448518178047664	3.0425464841167658e-05	0.00025298596953095856	4.220974978173547e-06	6.678030473272502e-05
Linoleic acid metabolism	29	KEGG	0.9855753820290284	0.93911333961084	0.956260539754994	0.9859971672613258	0.9830605028690672
Lipoic acid metabolism	3	KEGG	0.397592079237726	0.4894214502918154	0.42533660743513196	0.4739655005946176	0.3920533189744334
Long-term depression	60	KEGG	0.05014369353877196	0.01299111250550521	0.06573856858663463	0.011052041312934297	0.08998882283431059
Long-term potentiation	67	KEGG	0.025058271461889044	0.006624596271675233	0.035714796417178896	0.005840285544148742	0.03136014993383148
Longevity regulating pathway	89	KEGG	0.000691241231761341	3.5630333536248064e-06	0.000846398268498395	1.4835787216716354e-06	0.0004834669759337376
Longevity regulating pathway - multiple species	62	KEGG	0.000987970950502624	5.614301055891102e-05	0.0014099443235619478	2.8490347305434656e-05	0.0009129451780166912
Lysine degradation	59	KEGG	0.0017524317203887244	0.0003225811555596123	0.002133112184468576	0.0006873873723883482	0.002965284675137509
Lysosome	123	KEGG	3.5211347534201425e-12	1.2772799773174949e-12	6.6592515516449565e-12	6.489561171403116e-12	1.0599069443414109e-13
MAPK signaling pathway	295	KEGG	0.0007433455544144885	1.180014360818402e-06	0.00047180052273951213	8.75018282717928e-07	0.0013900130617628117
Malaria	49	KEGG	0.2921563490902099	0.009755082829754172	0.2853064963291156	0.015261535390199069	0.21074169171514295
Mannose type O-glycan biosynthesis	23	KEGG	0.33522661885383526	0.29968447126746334	0.29789200505902674	0.24065156297590565	0.2386358509197329
Maturity onset diabetes of the young	26	KEGG	0.9907015936339513	0.9801652697608595	0.9701509768855403	0.9890522166999206	0.9624298091379936
Measles	134	KEGG	0.034950363056400056	0.027061210682655875	0.04068049274655705	0.016457838018661387	0.0060017346938753225
Melanogenesis	101	KEGG	0.11879433865299076	0.06605394181535396	0.10809513616531861	0.03157023867311894	0.17862762528516224
Melanoma	72	KEGG	0.014014270551664978	0.0041182367307866724	0.01778987230151326	0.0037111791018343532	0.017731271445682928
Metabolic pathways	1269	KEGG	2.9171792244654772e-21	8.524188801477813e-17	6.841458907171717e-22	1.0955208186741682e-18	1.4442112235259227e-22
Metabolism of xenobiotics by cytochrome P450	74	KEGG	0.3883291353888967	0.6983736505514847	0.48651177108667437	0.5440809207207022	0.5837583767778451
MicroRNAs in cancer	299	KEGG	3.570664685012106e-05	4.4521244164857464e-08	5.743112765558484e-05	2.6237835125578024e-08	4.48252621555309e-05
Mineral absorption	51	KEGG	0.19084420342306077	0.1419851347125505	0.11557636476201517	0.13539601213579466	0.05439682383369661
Mismatch repair	23	KEGG	0.015732602849004827	0.029535525653787094	0.01845793372999679	0.03297607613135502	0.02345653385361365
Mitophagy - animal	65	KEGG	2.0567403171441617e-08	1.7162087949848413e-10	8.922271685373763e-08	7.936478305260889e-10	1.7641007951530384e-08
Morphine addiction	91	KEGG	0.8700840644287119	0.6663236398382921	0.7794572290096023	0.5928389516193886	0.843156591855972
Mucin type O-glycan biosynthesis	31	KEGG	0.3886384360286853	0.7029674920784689	0.3807048287580606	0.6958215074774298	0.2945207769831093
N-Glycan biosynthesis	49	KEGG	0.0002698052632298499	0.0007005448323401228	0.00029291042233406265	0.00035649880760988686	0.00023718086576501236
NF-kappa B signaling pathway	95	KEGG	0.011182591597129142	0.0032335668043241223	0.005281895501393457	0.0024868397069538403	0.0019968705254803532
NOD-like receptor signaling pathway	168	KEGG	0.004659338280099985	0.0004039618286687265	0.003102948003666382	0.0004930025205658465	0.00032074971160313254
Natural killer cell mediated cytotoxicity	133	KEGG	0.5810872100518245	0.4708011007218909	0.5617956586735355	0.2850842890184925	0.19094986591457264
Necroptosis	164	KEGG	0.0006045400481489101	0.0003404531732690742	0.0004436782469067698	0.0003293529297875947	9.637313106758436e-05
Neomycin, kanamycin and gentamicin biosynthesis	5	KEGG	0.5190170478955481	0.52376957473976	0.48965517681402876	0.4932444819997877	0.5057580953205117
Neuroactive ligand-receptor interaction	278	KEGG	0.9626029330627006	0.9963552658162078	0.9745915053839441	0.995021427335228	0.9781255385819576
Neurotrophin signaling pathway	119	KEGG	9.821494517517437e-06	2.7695200355304736e-07	1.714479559176014e-05	1.220340883072194e-07	8.908721028305025e-06
Nicotinate and nicotinamide metabolism	30	KEGG	0.20167332100193816	0.11071901876222519	0.17681785852411844	0.08024147727584273	0.16555726946892235
Nicotine addiction	40	KEGG	0.9569298741902739	0.9826717057121255	0.9418742756515852	0.9476546800449872	0.9441099537088655
Nitrogen metabolism	17	KEGG	0.6337290745102923	0.6057798926102781	0.5723316094137286	0.5664393435337064	0.5890608834018755
Non-alcoholic fatty liver disease (NAFLD)	149	KEGG	6.198250600040949e-16	2.5471880342780483e-17	1.317719597497465e-16	2.0778802379123635e-16	9.019773918597711e-17
Non-homologous end-joining	13	KEGG	0.1831957697808387	0.16976599447266774	0.22153520003970528	0.17498020138167653	0.1649683784407528
Non-small cell lung cancer	66	KEGG	2.9490188648267997e-05	9.1298148294033e-06	4.700831498553376e-05	1.147314069178152e-05	3.4568518459513363e-05
Notch signaling pathway	48	KEGG	0.00032801602038897836	3.804107840519018e-05	0.00028244487371516415	7.165622342261132e-05	0.0006637362895607526
Nucleotide excision repair	47	KEGG	0.0004175154521083846	0.00058163274346556	0.0005362612571778264	0.0008302097577942993	0.0005061001519793762
Olfactory transduction	418	KEGG	0.9976632378702297	0.9980285947540042	0.9978502665648897	0.9973804972376357	0.9989354551103199
One carbon pool by folate	20	KEGG	0.12445097849483899	0.13396615706320972	0.10126202348073118	0.14332801199970213	0.0770545546113018
Oocyte meiosis	124	KEGG	0.005159637947559408	0.0007541240381648253	0.009039257865108298	0.0007620842162038764	0.0027505271989451256
Osteoclast differentiation	128	KEGG	0.0045181842179921414	0.00011100410509878843	0.0020355753620165643	0.00011548314649137573	0.0012635486982374145
Other glycan degradation	18	KEGG	0.014075173117438387	0.01280949478868794	0.0062737283328451075	0.02198381819462049	0.007236705856354633
Other types of O-glycan biosynthesis	22	KEGG	0.019508432200484524	0.019042162406279456	0.01420370980703555	0.014308323811228303	0.03961867162599834
Ovarian steroidogenesis	50	KEGG	0.8398646033256238	0.7068778959236309	0.842583356073788	0.6799023848838318	0.8594020540975993
